,Predicted Beta,Norms,Times
0,33.524613090413304,0.8324847837086786,9.925477027893066
1,40.71208933881002,1.1391281542037957,9.712907791137695
2,33.87141157276335,0.947609513087303,9.700498580932617
3,38.90631607513221,1.0936000326164257,10.022496223449707
4,34.196899087121025,0.8719336319416799,10.466488599777222
5,38.423879866940815,0.9816018297475051,9.882973432540894
6,41.21719005444934,1.0712889008008912,10.310674667358398
7,41.19354140502801,1.23726390127658,10.434484958648682
8,35.26939920437785,1.0014143650630274,10.431769132614136
9,37.111342722636735,1.2327110908639751,10.160741090774536
10,29.773663532756423,0.7719602040047957,10.372433185577393
11,30.921689639358956,0.8682979785144903,10.027770519256592
12,33.70703957037915,0.7777636893834472,10.360938310623169
13,39.37691449766054,1.2059164772571906,10.656135320663452
14,38.19277076207327,1.0731522327426277,10.318691968917847
15,42.12786386293132,1.130299540339716,10.258792400360107
16,37.9265045322419,0.9086398607523666,10.72391676902771
17,37.69836682658608,1.0085366286940967,10.362319707870483
18,46.756496707066795,1.7274420775435484,10.372644901275635
19,37.05953174022355,0.9762995296261373,10.479054689407349
20,39.933623694864345,1.0301752367329207,10.776866674423218
21,39.91362209353692,1.2520199981892088,10.508329153060913
22,36.13430624427993,0.9484359655533325,10.504512071609497
23,41.986829087237005,1.1649579656261304,10.536033391952515
24,38.89187017420102,1.1778650810581521,10.900287866592407
25,33.11632494446372,0.8905361168154665,10.577816009521484
26,33.97538190842033,0.7989258517815018,10.684720039367676
27,38.204955960955225,0.9380714221649761,10.63338303565979
28,37.46055926899626,1.0853678928203052,10.797779321670532
29,32.64414788763365,0.7407673173737355,10.996578216552734
30,36.79049583095423,0.9785745612911851,10.698189973831177
31,37.39240724391238,1.1631926695775787,10.611133337020874
32,32.73302350459203,0.8709697443931385,10.611509084701538
33,44.781262959449414,1.4266727416212441,10.634647369384766
34,43.10907618947669,1.1393978377280907,10.68449330329895
35,40.588772860538555,1.0368848875921635,11.082598209381104
36,34.904786768749126,0.8829328264271237,10.763123989105225
37,45.29142125507794,1.2682405576212599,11.569141864776611
38,43.13429351621882,1.2763862633154224,10.49394416809082
39,36.415670094386385,0.9105422859465324,10.919010877609253
40,39.22365908602179,0.9641315147474937,11.03102993965149
41,42.42589121902408,1.2594547019028126,11.334789037704468
42,35.841429693004,0.9178163414708138,10.846444606781006
43,29.123463830140743,0.68131993414558,11.377061605453491
44,35.1066004827258,0.9703497528688638,10.7889244556427
45,44.199233446035954,1.2647322639950591,10.718925476074219
46,39.93297838908427,0.913826711975656,11.117670774459839
47,37.92642821695343,1.0552897678203055,10.427401542663574
48,38.16448383598467,0.9653540895533281,10.510253190994263
49,37.250282403618016,1.0446008766212893,10.629258155822754
50,39.36313842931856,1.1501972875969977,10.720247983932495
51,39.49837663416121,0.9750821478106028,11.301214456558228
52,42.54872448116811,1.3573900988348355,10.67312216758728
53,38.27585236410726,1.0153950136649659,10.712786197662354
54,28.002613284711398,0.6093749952378218,10.620195150375366
55,31.776086082279324,0.7352072478057685,10.656378746032715
56,44.91479553318483,1.386929473422219,10.697381496429443
57,40.81567377401657,0.8072297629319819,10.658738374710083
58,31.65335770943081,0.7919694277426618,10.962402582168579
59,39.42533592886467,1.0824982195339001,10.621258974075317
60,30.551317450791487,0.8107857017572169,11.360886573791504
61,40.144226741436945,1.133224798897965,10.740429401397705
62,40.54376685756052,0.9311892153882859,10.976361274719238
63,38.358170755924746,0.8407981630290646,11.060821771621704
64,38.256789710103284,1.0253163998008863,10.844245433807373
65,38.12647954845443,1.062169225927093,10.827792167663574
66,26.534476640763035,0.7166905851601442,10.963190078735352
67,39.149003457977436,1.0945614758445699,11.053864002227783
68,42.599019309319075,1.151035343441647,11.428566694259644
69,36.368817367130454,0.93347737852905,11.18544340133667
70,36.77066551850468,0.9648238894999241,10.906700849533081
71,39.54286461669561,1.0392457398979806,11.796490669250488
72,31.104553280211178,0.7212259889174268,10.884235143661499
73,41.236483991942656,1.2886743050338627,10.809670686721802
74,30.845738260517674,0.8068168442232576,10.745378255844116
75,36.71929749700132,1.004728417762067,10.812549591064453
76,37.79317792304148,1.0047439935581806,10.830805778503418
77,38.5921485500526,1.119333329893101,10.812616109848022
78,41.8438360986701,1.0446213394708046,10.83174204826355
79,40.2759811804083,1.3147796000824097,10.82275676727295
80,44.45023880888801,1.3613119262183417,10.951162576675415
81,38.76065005849265,0.8682387299368366,10.742325067520142
82,27.815772099269847,0.7677268559368411,10.866716861724854
83,36.23768750430969,0.8580803415533371,10.868030548095703
84,35.613351557725146,0.9624160038688684,11.769898891448975
85,26.00304940245812,0.6056345848300511,10.948938608169556
86,34.83576961221194,0.892307824839731,10.75767707824707
87,32.1845819721633,0.7952590467620851,10.8692467212677
88,38.65229713089987,1.1185606334270988,10.928474187850952
89,36.759761725450474,0.8716340221601417,10.800637483596802
90,37.28725678073366,1.018760070519345,10.817665576934814
91,47.304322254913046,1.4882079362620093,10.88701868057251
92,36.96122435309824,0.9476140942038069,10.853850364685059
93,45.36784306582867,1.2914911448931123,10.823290824890137
94,40.59108702966926,1.0968969814222553,10.84537410736084
95,29.751208364404878,0.7697694664708139,10.87865686416626
96,39.63090028471949,1.0501841577086743,10.856202125549316
97,40.71697519081815,1.035176093038756,10.808202981948853
98,39.33844927907186,1.0164233443688535,10.853455066680908
99,30.49730616888685,0.8321796749999432,12.001680850982666
