,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times,,Average EBDD Normal Predicted Beta,Average EBDD Probabilistic Predicted Beta,Average EBDD Calculated Beta,Average EBDD Norm,Average Kannan Normal Predicted Beta,Average Kannan Probabilistic Predicted Beta,Average Kannan Calculated Beta,Average Kannan Norm,Total Time
224,23.02377807,27.53598945,36,1.748554378,33.43828428,32.62192718,30,1.126953125,68.98110652,,,,,,,,,,
225,22.8142535,27.4150509,48,1.680647437,33.43828427,32.62192717,28,1.122265625,93.19758391,,,,,,,,,,
226,22.49499447,27.23160756,26,1.520131471,33.43828435,32.62192722,36,0.9578125,63.57204509,,,,,,,,,,
227,23.46189337,27.7951995,38,1.761158457,33.43828434,32.62192722,35,1.20546875,70.83142376,,,,,,,,,,
228,22.75537151,27.38125382,39,1.674871478,33.43828429,32.62192719,25,0.93828125,69.770401,,,,,,,,,,
229,21.70645822,26.79123997,43,1.526022568,33.4382841,32.62192708,29,0.913671875,71.92926574,,,,,,,,,,
230,23.56876455,27.85889195,25,1.104239773,33.4382845,32.62192731,22,0.843359375,53.95797062,,,,,,,,,,
231,22.92308459,27.47765511,41,1.627787533,33.43828441,32.62192726,29,0.998046875,68.61991811,,,,,,,,,,
232,23.15509811,27.61336593,41,1.376620945,33.4382843,32.6219272,28,0.93828125,66.76993442,,,,,,,,,,
233,22.98071616,27.51087963,44,1.595725259,33.43828441,32.62192726,45,1.11328125,88.83257294,,,,,,,,,,
234,23.07228671,27.56454008,35,1.436019546,33.43828447,32.62192729,45,1.03203125,79.65112448,,,,,,,,,,
235,21.25882883,26.54856115,31,1.749640103,33.43828417,32.62192712,37,0.994140625,65.82469082,,,,,,,,,,
236,22.60219251,27.29265298,44,1.745826767,33.43828418,32.62192712,36,1.078515625,78.32012153,,,,,,,,,,
237,24.20918178,28.24731975,40,1.290985442,33.43828428,32.62192718,31,0.962890625,72.36343694,,,,,,,,,,
238,22.8006171,27.40721925,43,2.029951593,33.43828405,32.62192705,39,1.26015625,90.02992392,,,,,,,,,,
239,22.15397193,27.03846514,37,1.35074111,33.43828443,32.62192727,37,1.04453125,71.05344343,,,,,,,,,,
240,22.59310736,27.28747315,41,1.422675712,33.43828437,32.62192723,33,0.915625,72.05595493,,,,,,,,,,
241,22.37005817,27.16066159,40,1.550923206,33.43828416,32.62192711,39,1.091796875,77.05520439,,,,,,,,,,
242,22.88493378,27.45568884,35,1.65047807,33.43828437,32.62192724,29,1.129296875,64.39773917,,,,,,,,,,
243,21.66062872,26.7662755,36,1.511246074,33.4382843,32.62192719,39,0.9046875,71.50154066,,,,,,,,,,
244,23.47139839,27.80085687,37,1.704267147,33.43828427,32.62192718,43,1.103125,77.93500686,,,,,,,,,,
245,21.95549558,26.92737408,36,1.524963312,33.43828438,32.62192724,33,0.9921875,67.70041156,,,,,,,,,,
246,22.54486788,27.25998888,38,1.476547187,33.43828438,32.62192724,26,0.9140625,63.99765658,,,,,,,,,,
247,24.37123784,28.34751174,35,1.244537064,33.43828432,32.62192721,30,0.91171875,64.07619214,,,,,,,,,,
248,21.51467009,26.68694894,35,1.708746876,33.43828467,32.62192741,33,1.19296875,67.18030643,,,,,,,,,,
249,23.29050143,27.69343365,36,1.462089885,33.43828436,32.62192723,39,1.01015625,71.95395494,,,,,,,,,,
250,22.84743724,27.43412066,39,1.438179252,33.43828447,32.62192729,36,0.957421875,72.61977029,,,,,,,,,,
251,23.85380576,28.02965941,32,1.430175835,33.43828446,32.62192729,38,1.030078125,68.60819888,,,,,,,,,,
252,23.20622581,27.64356505,28,1.438516322,33.43828419,32.62192713,35,1.021484375,62.80820513,,,,,,,,,,
253,22.16013225,27.04193986,29,1.375027586,33.43828431,32.6219272,35,0.934765625,67.82790375,,,,,,,,,,
254,23.5691252,27.85910719,24,1.284881274,33.43828439,32.62192724,38,0.92265625,64.70522761,,,,,,,,,,
255,21.61139825,26.73948871,36,1.421977223,33.43828416,32.62192711,27,0.91484375,64.43836522,,,,,,,,,,
256,21.05810132,26.43971388,24,1.556453134,33.43828415,32.62192711,35,0.91640625,61.80346298,,,,,,,,,,
257,21.52329418,26.6916284,43,1.559724131,33.43828422,32.62192715,35,1.0671875,76.2161901,,,,,,,,,,
258,22.27272651,27.1055408,41,1.467136396,33.43828451,32.62192731,43,0.985546875,82.9538033,,,,,,,,,,
259,23.7049768,27.94033474,31,1.78933702,33.43828441,32.62192726,39,1.165234375,70.28033495,,,,,,,,,,
260,22.04945288,26.97959103,40,2.01140163,33.43828418,32.62192712,41,1.299609375,79.1370337,,,,,,,,,,
261,22.28267673,27.11116979,33,1.782321413,33.43828428,32.62192718,31,1.203515625,64.11736798,,,,,,,,,,
262,22.56317799,27.2704172,31,1.5373007,33.43828414,32.6219271,34,0.994140625,64.63751316,,,,,,,,,,
263,22.30370351,27.12306946,34,1.372646477,33.43828423,32.62192715,28,0.922265625,62.98330808,,,,,,,,,,
264,22.73094206,27.36724708,28,1.295548433,33.43828438,32.62192724,28,0.78828125,58.65069938,,,,,,,,,,
265,23.30330866,27.70102196,36,1.457877041,33.4382845,32.62192731,34,0.948046875,68.69257188,,,,,,,,,,
266,22.5195598,27.24558258,31,1.624604569,33.43828413,32.6219271,37,1.176953125,68.17312336,,,,,,,,,,
267,23.18229579,27.62942539,37,1.698655776,33.43828432,32.62192721,32,1.20546875,68.2288146,,,,,,,,,,
268,23.1772753,27.62646005,38,1.583150449,33.43828446,32.62192729,36,1.141015625,76.76208234,,,,,,,,,,
269,23.25280545,27.67111382,32,1.689004559,33.43828437,32.62192723,31,0.988671875,77.08771133,,,,,,,,,,
270,22.03675526,26.97244888,35,1.806859064,33.43828448,32.6219273,36,1.105078125,69.41284537,,,,,,,,,,
271,22.39145354,27.17279577,32,1.667842351,33.4382845,32.62192731,38,1.215625,67.10064578,,,,,,,,,,
272,22.7466836,27.37627154,32,1.38392168,33.43828433,32.62192721,41,0.91171875,70.41020536,,,,,,,,,,
273,22.10405405,27.01032833,48,1.934985568,33.43828439,32.62192724,47,1.355078125,118.1889558,,,,,,,,,,
274,23.2222902,27.65306219,39,1.481661052,33.43828436,32.62192723,37,1.0328125,71.8248899,,,,,,,,,,
275,22.5336155,27.25358251,43,1.932193524,33.43828446,32.62192729,41,1.33671875,79.09930253,,,,,,,,,,
276,23.61315546,27.88540127,38,1.382906166,33.43828416,32.62192711,26,0.957421875,63.36701608,,,,,,,,,,
277,22.04554137,26.97739065,33,1.467537816,33.43828423,32.62192715,20,0.959375,56.30051827,,,,,,,,,,
278,22.74052985,27.37274322,28,1.264434013,33.43828419,32.62192713,31,0.86015625,58.68149471,,,,,,,,,,
279,22.44215231,27.20157439,40,1.882357059,33.4382846,32.62192737,36,1.108203125,71.42399311,,,,,,,,,,
280,22.14108463,27.03119777,47,1.563059676,33.43828435,32.62192722,26,0.93125,82.28909016,,,,,,,,,,
281,22.21382153,27.07224541,27,1.554604608,33.43828455,32.62192734,41,0.975,66.57901692,,,,,,,,,,
282,23.0213449,27.53455834,48,1.900243893,33.43828429,32.62192719,43,1.21796875,100.3325887,,,,,,,,,,
283,22.88691555,27.45682935,27,1.193736692,33.43828436,32.62192723,32,0.849609375,60.7250042,,,,,,,,,,
284,21.68137768,26.77757461,41,1.881993037,33.4382842,32.62192714,40,1.130859375,84.50071406,,,,,,,,,,
285,21.80645682,26.84580628,41,1.466627387,33.43828432,32.62192721,39,0.997265625,79.94653726,,,,,,,,,,
286,22.50459427,27.23706781,45,1.684383795,33.43828435,32.62192722,42,1.06328125,87.83301258,,,,,,,,,,
287,23.5380094,27.84054403,37,1.486278886,33.43828447,32.62192729,43,1.098828125,78.39133978,,,,,,,,,,
288,23.60796171,27.88229805,47,1.73396965,33.4382844,32.62192725,40,1.1703125,94.64596248,,,,,,,,,,
289,21.03162282,26.42552983,34,1.513239244,33.43828434,32.62192722,21,0.875390625,58.17882752,,,,,,,,,,
290,23.6233944,27.8915202,36,1.581827574,33.43828441,32.62192726,40,1.044921875,74.38396311,,,,,,,,,,
291,24.6956457,28.54947993,41,1.45328869,33.4382841,32.62192708,32,1.1328125,70.71498799,,,,,,,,,,
292,22.47893588,27.22247647,31,1.297567939,33.4382844,32.62192725,33,0.877734375,64.59274888,,,,,,,,,,
293,22.0629843,26.98720461,40,1.66070437,33.43828423,32.62192715,36,1.03359375,72.87490726,,,,,,,,,,
294,23.3950459,27.75545255,43,1.592006109,33.43828414,32.6219271,42,1.08125,82.34260297,,,,,,,,,,
295,22.38592433,27.16965933,29,1.265807392,33.43828446,32.62192729,34,0.8515625,63.07217932,,,,,,,,,,
296,22.4136925,27.1854151,26,1.21008989,33.43828436,32.62192723,24,0.87578125,55.56804013,,,,,,,,,,
297,22.35257024,27.15074818,41,1.54008071,33.4382845,32.62192731,31,1.164453125,70.81711912,,,,,,,,,,
298,22.52796148,27.25036414,51,2.0265339,33.43828423,32.62192715,35,1.16015625,124.6456063,,,,,,,,,,
299,22.20201848,27.06557962,28,1.309134742,33.43828424,32.62192716,36,0.924609375,65.30607462,,,,,,,,,,
300,21.82974271,26.85853137,41,1.934667703,33.43828437,32.62192723,43,1.210546875,85.86076331,,,,,,,,,,
301,22.79367716,27.40323458,28,1.085929288,33.43828428,32.62192718,31,0.82265625,61.45998549,,,,,,,,,,
302,22.34753151,27.14789266,33,1.559892223,33.43828434,32.62192722,41,1.002734375,77.09704328,,,,,,,,,,
303,23.18884154,27.63329221,31,1.250631956,33.43828421,32.62192714,27,0.834375,61.02861357,,,,,,,,,,
304,22.12818927,27.02392814,33,1.47534042,33.43828419,32.62192713,36,0.991015625,69.03129387,,,,,,,,,,
305,23.37627849,27.74430638,32,1.332259909,33.43828426,32.62192717,32,0.955078125,64.13017583,,,,,,,,,,
306,23.19270262,27.63557341,43,1.251943049,33.43828417,32.62192712,33,0.928515625,75.61138773,,,,,,,,,,
307,23.05072323,27.55184394,39,1.548529391,33.43828432,32.6219272,33,0.9765625,70.60714555,,,,,,,,,,
308,22.36774957,27.15935267,33,1.374353277,33.43828437,32.62192723,38,0.88046875,70.64338255,,,,,,,,,,
309,21.50608396,26.68229103,38,2.053224583,33.43828432,32.6219272,37,1.298828125,73.57133722,,,,,,,,,,
310,23.72894288,27.95469493,37,1.234899985,33.43828436,32.62192723,34,0.8796875,69.75965428,,,,,,,,,,
311,21.73535617,26.8069954,44,1.403908487,33.43828438,32.62192724,31,0.93125,75.4007566,,,,,,,,,,
312,22.37904007,27.16575482,34,1.386661092,33.4382844,32.62192725,32,1.041015625,66.06638527,,,,,,,,,,
313,21.95926561,26.92944115,33,1.301985374,33.43828452,32.62192732,27,0.909375,60.95386958,,,,,,,,,,
314,23.2373023,27.66194092,37,1.182581991,33.43828445,32.62192728,27,0.78203125,63.11119056,,,,,,,,,,
315,22.79929538,27.4064603,41,1.399546996,33.43828438,32.62192724,36,0.96015625,72.22691083,,,,,,,,,,
316,24.56743672,28.46943625,44,1.652415174,33.43828438,32.62192724,40,1.048828125,80.53855324,,,,,,,,,,
317,23.05328468,27.55335168,45,1.5253891,33.43828431,32.6219272,41,1.069140625,84.51669717,,,,,,,,,,
318,23.17953588,27.6277952,24,1.150570351,33.43828438,32.62192724,38,0.855078125,62.59627771,,,,,,,,,,
319,21.95464229,26.92690625,33,1.421304854,33.43828413,32.6219271,34,1.00859375,65.97397661,,,,,,,,,,
320,22.67118525,27.33202598,29,1.527459752,33.43828437,32.62192723,43,1.10546875,72.06332684,,,,,,,,,,
321,22.96697519,27.50295342,29,1.592494041,33.43828436,32.62192723,36,1.025390625,68.50276709,,,,,,,,,,
322,22.78397682,27.39766619,36,1.533489321,33.43828444,32.62192727,39,0.92265625,71.57962155,,,,,,,,,,
323,21.53386228,26.69736398,36,1.613729713,33.43828447,32.62192729,31,1.00078125,64.08232117,,,,,,,,,,
324,22.45917134,27.21124304,46,1.768947495,33.43828428,32.62192718,34,1.146875,81.62082672,,,,,,,,,,
325,22.74121842,27.37313799,37,1.637267836,33.43828431,32.6219272,42,1.06328125,77.14974046,,,,,,,,,,
326,22.89136324,27.45938922,39,1.613356354,33.43828429,32.62192719,34,1.053515625,70.88390136,,,,,,,,,,
327,21.45651929,26.65542107,35,1.704578639,33.43828445,32.62192728,40,1.0203125,78.28063273,,,,,,,,,,
328,22.17931983,27.05276595,47,2.184130923,33.4382842,32.62192714,45,1.24296875,112.2119446,,,,,,,,,,
329,22.44662642,27.20411578,39,1.437815891,33.43828428,32.62192718,28,0.964453125,67.4966054,,,,,,,,,,
330,22.08411745,26.99910042,41,1.772145359,33.43828418,32.62192712,41,1.21640625,81.77437568,,,,,,,,,,
331,22.52702503,27.24983114,30,1.230252734,33.43828439,32.62192724,17,0.85390625,55.06119323,,,,,,,,,,
332,22.1837115,27.05524455,45,1.660219181,33.43828429,32.62192719,42,1.051953125,89.2438345,,,,,,,,,,
333,23.31182001,27.70606639,33,1.330086352,33.4382843,32.62192719,24,0.963671875,60.40309668,,,,,,,,,,
334,23.19616042,27.63761655,38,1.53018466,33.4382841,32.62192708,33,1.015234375,70.2842977,,,,,,,,,,
335,22.01558687,26.96054703,42,1.561341655,33.4382844,32.62192725,37,1.18515625,76.61107183,,,,,,,,,,
336,22.78953556,27.40085696,32,1.44850452,33.43828442,32.62192726,37,0.97890625,68.05946565,,,,,,,,,,
337,23.08813346,27.57387501,27,1.247543759,33.43828441,32.62192726,35,0.840234375,63.84821582,,,,,,,,,,
338,23.4660053,27.79764673,31,1.213298061,33.43828422,32.62192715,38,0.91640625,68.90187287,,,,,,,,,,
339,22.02095581,26.96356512,40,1.784710313,33.43828423,32.62192715,41,1.224609375,78.76243758,,,,,,,,,,
340,22.58683373,27.28389695,45,1.698841345,33.43828414,32.6219271,42,1.143359375,88.32621384,,,,,,,,,,
341,21.46461963,26.65981027,34,1.477931942,33.43828413,32.62192709,39,0.86953125,77.59616828,,,,,,,,,,
342,21.75800343,26.81935046,35,1.671455177,33.43828438,32.62192724,42,1.06328125,77.60949349,,,,,,,,,,
343,22.49673204,27.23259577,41,1.572185289,33.43828437,32.62192723,37,1.028515625,75.600528,,,,,,,,,,
344,23.76193231,27.97447677,43,1.761854721,33.43828442,32.62192726,41,1.13984375,82.56316566,,,,,,,,,,
345,22.20311049,27.06619626,42,1.538812563,33.43828411,32.62192708,30,0.997265625,72.03749132,,,,,,,,,,
346,23.43522859,27.77933632,33,1.268949501,33.43828432,32.62192721,42,0.879296875,74.66424918,,,,,,,,,,
347,21.59263644,26.72928845,39,1.680134581,33.43828466,32.6219274,38,1.0296875,75.78203535,,,,,,,,,,
348,22.19461367,27.06139873,29,1.423745404,33.43828447,32.62192729,35,0.94296875,64.85190558,,,,,,,,,,
349,21.04350523,26.43189402,26,1.688021961,33.43828419,32.62192713,36,1.090234375,64.96141052,,,,,,,,,,
350,21.14395179,26.48575821,32,1.349303477,33.43828433,32.62192721,35,0.86953125,65.67282486,,,,,,,,,,
351,21.68598022,26.78008173,37,1.210716635,33.43828426,32.62192717,30,0.8078125,66.91841912,,,,,,,,,,
352,22.20935915,27.06972505,28,1.277436314,33.43828418,32.62192713,33,0.8265625,63.41941237,,,,,,,,,,
353,22.31683142,27.13050203,35,1.505872374,33.43828446,32.62192729,41,0.988671875,79.43734479,,,,,,,,,,
354,22.60753577,27.29569994,28,1.230792554,33.43828451,32.62192732,39,0.898828125,72.23267984,,,,,,,,,,
355,21.80620851,26.84567062,34,1.407172439,33.4382843,32.6219272,36,1.02109375,86.4947648,,,,,,,,,,
356,22.86293935,27.44303498,38,2.059220469,33.43828411,32.62192708,45,1.35390625,99.84126949,,,,,,,,,,
357,23.22132973,27.65249425,31,1.101873776,33.43828422,32.62192715,31,0.865625,72.23979497,,,,,,,,,,
358,21.90826628,26.90149444,37,1.550358373,33.43828449,32.6219273,37,1.035546875,81.346946,,,,,,,,,,
359,22.37677671,27.16447126,38,1.41157825,33.43828442,32.62192726,37,0.98046875,83.6481843,,,,,,,,,,
360,23.42250643,27.77177175,32,1.568362498,33.43828444,32.62192727,17,1.156640625,64.19694138,,,,,,,,,,
361,22.54404784,27.25952194,34,1.347132395,33.4382844,32.62192725,34,0.921484375,81.65259814,,,,,,,,,,
362,22.17943503,27.05283096,33,1.495158228,33.43828434,32.62192722,31,0.99296875,89.22494578,,,,,,,,,,
363,23.06527731,27.56041229,32,1.541396969,33.43828424,32.62192716,38,1.025,82.37299347,,,,,,,,,,
364,22.89387411,27.46083448,40,1.424355892,33.43828434,32.62192722,37,0.8390625,111.7983854,,,,,,,,,,
365,22.94688644,27.49137075,40,1.438629935,33.43828427,32.62192717,31,0.96171875,96.55601454,,,,,,,,,,
366,22.90408698,27.46671402,29,1.446275337,33.43828447,32.62192729,31,1.00859375,86.86799812,,,,,,,,,,
367,22.20633712,27.06801836,44,1.58479823,33.43828421,32.62192714,33,0.99921875,106.4644358,,,,,,,,,,
368,23.72192049,27.95048624,34,1.530501596,33.43828435,32.62192722,44,1.094921875,109.1421843,,,,,,,,,,
369,22.55456751,27.26551262,42,1.754316078,33.43828435,32.62192722,45,1.1,122.4840009,,,,,,,,,,
370,21.82582499,26.85638995,45,1.841139619,33.43828394,32.62192699,33,1.130078125,113.5432479,,,,,,,,,,
371,22.88980249,27.45849089,26,1.25268795,33.4382844,32.62192725,26,0.78828125,81.34172893,,,,,,,,,,
372,24.28441731,28.29377671,38,1.295638443,33.43828436,32.62192723,32,0.956640625,112.4615088,,,,,,,,,,
373,21.70699138,26.79153056,43,1.537324271,33.43828414,32.6219271,32,1.041796875,103.7972829,,,,,,,,,,
374,23.20546955,27.64311805,28,1.469341209,33.4382844,32.62192725,35,0.97421875,92.72683501,,,,,,,,,,
375,23.34515389,27.72583348,35,1.393304762,33.43828425,32.62192716,38,0.912890625,109.3965073,,,,,,,,,,
376,22.98991588,27.51618791,22,1.361730379,33.43828435,32.62192722,36,0.90859375,91.86535692,,,,,,,,,,
377,22.43805143,27.19924525,38,1.291194932,33.43828422,32.62192715,30,0.8640625,97.44099808,,,,,,,,,,
378,21.70725003,26.79167153,44,1.518665836,33.43828422,32.62192715,27,0.90546875,105.8904212,,,,,,,,,,
379,22.08017703,26.9968819,40,1.697715071,33.43828453,32.62192733,30,1.15390625,104.6291525,,,,,,,,,,
380,23.3188568,27.71023776,44,1.539407058,33.43828432,32.62192721,34,1.04921875,97.36819673,,,,,,,,,,
381,22.11961764,27.01909725,38,1.422584104,33.43828416,32.62192711,23,0.946875,80.51245761,,,,,,,,,,
382,22.07201195,26.9922855,35,1.361172146,33.43828442,32.62192726,27,0.858984375,72.22649097,,,,,,,,,,
383,22.92323712,27.47774298,30,1.335045777,33.43828449,32.6219273,28,0.9828125,76.77363992,,,,,,,,,,
384,23.69163853,27.93234658,35,1.290193112,33.43828433,32.62192721,29,0.973828125,79.09975624,,,,,,,,,,
385,22.84769818,27.43427068,33,1.254605753,33.4382843,32.62192719,25,0.83828125,91.56698847,,,,,,,,,,
386,22.71165074,27.35619263,30,1.601883713,33.43828417,32.62192712,43,1.124609375,87.42923403,,,,,,,,,,
387,22.84012869,27.42991923,41,1.72283732,33.43828434,32.62192722,26,1.1,88.31520224,,,,,,,,,,
388,22.17307231,27.04924039,42,1.409239018,33.43828454,32.62192733,40,0.971875,100.4332678,,,,,,,,,,
389,22.29440268,27.11780509,43,1.40644977,33.43828422,32.62192715,35,0.893359375,96.77328324,,,,,,,,,,
390,22.98891482,27.51561023,41,1.425110035,33.43828442,32.62192726,40,1.018359375,92.51056051,,,,,,,,,,
391,23.37067912,27.74098194,27,1.410748581,33.43828428,32.62192718,40,1.072265625,112.9639308,,,,,,,,,,
392,22.74758876,27.37679057,37,1.834785596,33.43828436,32.62192723,42,1.107421875,117.791975,,,,,,,,,,
393,23.42305454,27.7720976,43,1.85708641,33.43828427,32.62192718,39,1.28046875,119.7271874,,,,,,,,,,
394,22.93200447,27.48279412,41,1.246268614,33.43828455,32.62192734,31,0.86953125,105.4424367,,,,,,,,,,
395,23.30226654,27.70040441,36,1.176286595,33.43828429,32.62192719,27,0.80859375,96.84628916,,,,,,,,,,
396,23.10864017,27.58596086,28,1.493965808,33.43828432,32.6219272,39,0.890625,100.9968929,,,,,,,,,,
397,23.3198421,27.7108219,42,1.645171907,33.43828425,32.62192716,37,1.16171875,114.8743205,,,,,,,,,,
398,20.34271705,26.06954914,41,1.645533146,33.43828409,32.62192707,30,0.95546875,104.3051612,,,,,,,,,,
399,21.94540275,26.92184118,29,1.779784947,33.43828404,32.62192704,40,1.13515625,101.6800914,,,,,,,,,,
400,23.53971355,27.8415603,40,1.641744949,33.43828437,32.62192723,38,1.1984375,104.5559814,,,,,,,,,,
401,23.04033876,27.54573238,50,1.854406998,33.43828461,32.62192737,35,0.98671875,154.9930835,,,,,,,,,,
402,23.246513,27.66739024,31,1.451041651,33.43828415,32.62192711,35,1.06328125,91.25223589,,,,,,,,,,
403,23.5502123,27.84782224,39,1.243523164,33.43828432,32.6219272,33,0.870703125,96.72883725,,,,,,,,,,
404,22.30804166,27.12552531,30,1.313532266,33.43828425,32.62192716,29,0.915234375,83.25912905,,,,,,,,,,
405,21.51441246,26.68680917,39,1.927730067,33.43828451,32.62192732,43,1.12265625,109.0426345,,,,,,,,,,
406,22.32053781,27.13260089,42,1.431628796,33.43828442,32.62192726,24,0.891796875,95.23620057,,,,,,,,,,
407,21.83255423,26.86006826,36,1.541664854,33.43828442,32.62192727,42,1.0890625,104.5104094,,,,,,,,,,
408,23.07443328,27.56580434,40,1.423554027,33.43828444,32.62192728,39,0.901171875,129.3138309,,,,,,,,,,
409,23.83158469,28.01630026,40,1.406201292,33.43828433,32.62192721,28,1.0171875,95.76556301,,,,,,,,,,
410,22.11656766,27.01737855,26,1.278174303,33.43828435,32.62192722,42,0.95,96.5899024,,,,,,,,,,
411,21.52850058,26.69445387,33,1.534294394,33.43828413,32.6219271,29,0.976953125,67.10573626,,,,,,,,,,
412,22.39719851,27.17605506,30,1.364765867,33.43828422,32.62192715,35,0.9796875,67.61371064,,,,,,,,,,
413,22.53562053,27.25472392,40,1.679785968,33.43828425,32.62192717,31,1.0390625,71.5583415,,,,,,,,,,
414,22.85281746,27.43721409,29,1.308604919,33.4382843,32.62192719,31,0.839453125,62.53984261,,,,,,,,,,
415,22.50152678,27.23532292,45,1.684813941,33.43828427,32.62192718,40,1.0078125,85.71545267,,,,,,,,,,
416,21.49533117,26.67645907,37,1.70314857,33.43828436,32.62192723,34,1.065625,69.42642832,,,,,,,,,,
417,23.62179626,27.89056502,37,1.637034622,33.43828449,32.6219273,27,0.919921875,64.04533339,,,,,,,,,,
418,21.43661313,26.64463842,27,1.401985303,33.43828436,32.62192723,27,0.950390625,58.94953322,,,,,,,,,,
419,22.56932181,27.27391739,35,1.263375327,33.43828428,32.62192718,33,0.88984375,67.40659952,,,,,,,,,,
420,22.56964847,27.27410351,35,1.740506135,33.43828416,32.62192711,37,1.192578125,71.30727887,,,,,,,,,,
421,21.63435228,26.75197433,30,1.901322982,33.43828455,32.62192734,36,1.159765625,67.17569709,,,,,,,,,,
422,22.75414353,27.38054954,23,1.537872871,33.43828438,32.62192724,43,1.06875,80.47381926,,,,,,,,,,
423,23.62083244,27.88998899,43,1.390895519,33.43828431,32.6219272,39,1.071875,79.71045756,,,,,,,,,,
424,21.81004532,26.84776683,43,1.75774497,33.43828466,32.6219274,38,1.07734375,82.25900507,,,,,,,,,,
425,21.97952835,26.94055421,36,1.798616837,33.43828427,32.62192718,38,1.1,74.26767015,,,,,,,,,,
426,22.23218665,27.08262095,34,1.663498868,33.43828424,32.62192716,43,0.96015625,77.79133224,,,,,,,,,,
427,21.22019732,26.52773713,39,1.511340282,33.43828452,32.62192732,40,1.008203125,79.93951917,,,,,,,,,,
428,23.46840659,27.799076,38,1.43123739,33.43828425,32.62192716,33,1.070703125,73.16840291,,,,,,,,,,
429,21.91186867,26.90346737,38,1.643136033,33.43828438,32.62192724,38,1.080078125,77.12009668,,,,,,,,,,
430,22.67147773,27.33219303,37,1.366277364,33.43828419,32.62192713,35,0.96875,72.77147365,,,,,,,,,,
431,23.09167708,27.575963,47,1.847358836,33.43828421,32.62192714,43,1.16171875,101.4242949,,,,,,,,,,
432,22.93152595,27.4825184,40,1.739543437,33.43828431,32.6219272,43,1.188671875,82.64070082,,,,,,,,,,
433,23.5513217,27.84848404,37,1.274597831,33.43828428,32.62192718,38,0.918359375,81.07980323,,,,,,,,,,
434,22.95491222,27.49599748,40,2.040015363,33.43828454,32.62192733,45,1.1984375,88.25719976,,,,,,,,,,
435,22.6306554,27.30888829,29,1.304806215,33.43828412,32.62192709,26,0.85234375,59.70576549,,,,,,,,,,
436,21.96416935,26.9321301,41,1.581190913,33.43828444,32.62192727,31,1.03203125,72.8202343,,,,,,,,,,
437,22.89597737,27.46204519,27,1.430231804,33.43828429,32.62192719,42,1.02578125,71.80489969,,,,,,,,,,
438,22.28322679,27.11148101,47,2.08455462,33.43828412,32.62192709,26,1.1828125,87.54706001,,,,,,,,,,
439,23.77205872,27.98055247,45,1.723774888,33.43828429,32.62192719,35,1.13359375,84.68841386,,,,,,,,,,
440,22.95487263,27.49597466,39,1.508093718,33.43828437,32.62192723,37,1.10546875,76.55454135,,,,,,,,,,
441,23.26403428,27.67776007,36,1.322533788,33.43828439,32.62192725,31,0.844140625,67.85283113,,,,,,,,,,
442,22.12829095,27.02398546,44,1.540646091,33.43828415,32.62192711,44,0.951953125,90.13668895,,,,,,,,,,
443,21.75922138,26.82001509,43,1.635340849,33.43828428,32.62192718,34,1.049609375,76.29579496,,,,,,,,,,
444,21.39120695,26.62006199,22,1.275994207,33.43828412,32.62192709,33,0.90078125,60.85553241,,,,,,,,,,
445,22.39341485,27.17390842,33,1.450969916,33.43828427,32.62192718,37,0.884765625,71.00773931,,,,,,,,,,
446,23.53793966,27.84050245,29,1.445002957,33.43828418,32.62192713,39,1.030859375,70.10441971,,,,,,,,,,
447,22.4263476,27.1925992,33,1.345944186,33.43828421,32.62192714,31,0.970703125,66.10678792,,,,,,,,,,
448,22.73289648,27.36836733,38,1.218879147,33.43828444,32.62192727,37,0.8328125,75.73894763,,,,,,,,,,
449,21.83643544,26.86219007,34,1.418315163,33.43828413,32.62192709,31,0.879296875,66.03361845,,,,,,,,,,
450,23.26066958,27.67576832,33,1.316900808,33.43828426,32.62192717,29,0.8953125,65.12737465,,,,,,,,,,
451,21.24176604,26.53936126,38,1.695914944,33.43828402,32.62192703,40,0.920703125,78.55162311,,,,,,,,,,
452,22.24258682,27.08849868,31,1.128480954,33.43828431,32.6219272,27,0.75546875,63.0589397,,,,,,,,,,
453,21.79749714,26.84091194,28,1.672799138,33.43828419,32.62192713,34,1.054296875,65.46689439,,,,,,,,,,
454,22.36631159,27.15853741,34,1.293523827,33.43828427,32.62192717,28,0.88125,65.44837594,,,,,,,,,,
455,23.1195853,27.59241422,40,1.472456658,33.43828423,32.62192715,36,1.045703125,76.77891231,,,,,,,,,,
456,22.64762817,27.31857495,30,1.476347457,33.43828458,32.62192735,29,1.032421875,62.75188136,,,,,,,,,,
457,21.98378858,26.94289141,38,1.66527207,33.43828424,32.62192716,32,1.02265625,72.25561881,,,,,,,,,,
458,23.54060726,27.84209329,26,1.461264231,33.43828416,32.62192711,32,1.08515625,61.82704759,,,,,,,,,,
459,22.70977847,27.35512006,43,1.374700652,33.43828414,32.6219271,40,0.943359375,84.07464409,,,,,,,,,,
460,23.04770999,27.55007039,37,1.529119094,33.43828445,32.62192728,39,0.91171875,82.99012399,,,,,,,,,,
461,22.58046687,27.28026816,42,1.677151398,33.43828435,32.62192722,44,1.103125,89.15888834,,,,,,,,,,
