,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times,,Average EBDD Normal Predicted Beta,Average EBDD Probabilistic Predicted Beta,Average EBDD Calculated Beta,Average EBDD Norm,Average Kannan Normal Predicted Beta,Average Kannan Probabilistic Predicted Beta,Average Kannan Calculated Beta,Average Kannan Norm,Total Time
462,22.72571463,27.36425107,40,1.329251943,33.43828409,32.62192707,37,0.953125,78.52683568,,,,,,,,,,
463,23.1469251,27.60854228,41,1.150992805,33.43828443,32.62192727,33,0.867578125,77.58853173,,,,,,,,,,
464,22.86098558,27.44191128,30,1.422921935,33.43828434,32.62192721,34,0.870703125,67.1807797,,,,,,,,,,
465,21.89624002,26.89490922,35,1.449945797,33.43828439,32.62192724,35,1.029296875,72.10328722,,,,,,,,,,
466,23.51094704,27.82441162,29,1.385904982,33.43828429,32.62192719,40,0.996484375,72.82169652,,,,,,,,,,
467,21.53831423,26.6997806,42,1.523554914,33.43828435,32.62192722,30,1.012109375,74.77616024,,,,,,,,,,
468,22.66699647,27.32963363,36,1.376827298,33.4382842,32.62192714,35,0.924609375,71.83379173,,,,,,,,,,
469,23.35635419,27.73247925,39,1.397288263,33.43828432,32.6219272,27,1.01171875,69.19068313,,,,,,,,,,
470,22.64422471,27.31663221,36,1.577528105,33.43828445,32.62192728,47,1.075390625,96.82142329,,,,,,,,,,
471,22.36342202,27.15689925,42,1.416857452,33.43828404,32.62192704,31,0.991015625,76.01667738,,,,,,,,,,
472,22.44174891,27.20134526,38,1.361610046,33.43828439,32.62192725,25,0.897265625,67.60415626,,,,,,,,,,
473,23.72297188,27.95111632,42,1.596725867,33.43828437,32.62192724,36,1.11015625,78.30587006,,,,,,,,,,
474,22.32345099,27.1342507,31,1.388702504,33.4382843,32.62192719,33,0.955859375,66.12665677,,,,,,,,,,
475,22.33296524,27.1396397,41,1.401834821,33.43828423,32.62192715,33,1.028515625,76.31737995,,,,,,,,,,
476,23.35169279,27.72971313,38,1.404974205,33.43828442,32.62192726,35,0.9421875,74.3616581,,,,,,,,,,
477,21.98652393,26.94439217,43,1.664298744,33.43828434,32.62192722,27,0.914453125,72.81805086,,,,,,,,,,
478,22.79227005,27.40242675,39,1.637502641,33.43828446,32.62192729,32,1.06640625,72.25053,,,,,,,,,,
479,22.79782805,27.40561778,25,1.104767415,33.43828425,32.62192716,27,0.803515625,58.205199,,,,,,,,,,
480,22.27229029,27.10529406,36,1.49798901,33.43828413,32.6219271,27,1.036328125,65.49242115,,,,,,,,,,
481,21.83657432,26.86226599,42,1.652621943,33.43828419,32.62192713,30,0.936328125,73.71181393,,,,,,,,,,
482,22.58399066,27.28227647,35,1.59955556,33.43828422,32.62192714,29,0.9734375,65.45439267,,,,,,,,,,
483,22.30981098,27.126527,34,1.226142972,33.43828444,32.62192727,34,0.860546875,69.43512321,,,,,,,,,,
484,23.11926231,27.59222376,46,1.804521628,33.43828422,32.62192715,43,1.249609375,95.84518671,,,,,,,,,,
485,22.61320439,27.29893286,38,1.335599515,33.43828434,32.62192722,33,0.843359375,70.49643874,,,,,,,,,,
486,23.49445721,27.81458744,25,1.089063934,33.43828449,32.6219273,25,0.737890625,57.20692062,,,,,,,,,,
487,22.12889062,27.02432347,33,1.147607952,33.4382845,32.62192731,35,0.794921875,69.39297605,,,,,,,,,,
488,22.71516049,27.3582034,33,1.141379874,33.43828431,32.6219272,24,0.8984375,67.46930265,,,,,,,,,,
489,22.49950099,27.23417066,30,1.429898955,33.43828439,32.62192724,26,1.0296875,60.89379001,,,,,,,,,,
490,22.86996889,27.44707842,28,1.528296629,33.43828424,32.62192716,36,1.05078125,65.86930656,,,,,,,,,,
491,22.12271138,27.02084074,32,1.561589028,33.43828432,32.62192721,26,0.99453125,61.4123776,,,,,,,,,,
492,22.96912586,27.5041938,41,1.363314119,33.43828464,32.62192739,26,0.914453125,72.67259073,,,,,,,,,,
493,22.94662425,27.49121962,27,0.975247003,33.43828433,32.62192721,21,0.67890625,55.80244422,,,,,,,,,,
494,22.22783526,27.08016217,49,1.866132438,33.4382845,32.62192731,43,1.225390625,115.6374199,,,,,,,,,,
495,22.55760697,27.2672438,35,1.707491281,33.43828419,32.62192713,37,1.10625,70.55981827,,,,,,,,,,
496,21.63081346,26.75004898,35,1.651541966,33.43828434,32.62192722,31,0.965625,65.50923038,,,,,,,,,,
497,22.55906172,27.26807242,33,1.379370437,33.43828451,32.62192732,31,0.98203125,61.59433818,,,,,,,,,,
498,22.20745284,27.06864844,35,1.502966751,33.43828412,32.62192709,37,0.98203125,69.1153965,,,,,,,,,,
499,22.59662696,27.28947969,34,1.434810717,33.43828437,32.62192723,38,0.95234375,68.76821613,,,,,,,,,,
