,EBDD Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times
0,53.044749872837535,48,1.82324846546761,49.25172084652195,51,1.2049999999999998,232.88326954841614
