,Predicted Beta,Calculated Beta,Norms,Times,,,,,AVG Pred,AVG Calc,AVG Norm,MAX Pred,Total Time Hr
438,42.37915301,45,1.413350566,69.64929199,,,,,,,,,
439,38.92865254,44,1.016222993,62.33610916,,,,,,,,,
440,40.17886755,37,1.14326041,51.16630101,,,,,,,,,
441,32.7663685,35,0.892179552,49.78313589,,,,,,,,,
442,36.98781464,35,0.97620821,50.74333644,,,,,,,,,
443,37.82011663,29,1.047334946,44.39622331,,,,,,,,,
444,34.5919876,33,0.86590292,47.76093578,,,,,,,,,
445,45.69779792,49,1.366473733,104.7585433,,,,,,,,,
446,39.2513065,38,1.114424101,53.56867766,,,,,,,,,
447,37.32462597,38,0.937538779,53.07503653,,,,,,,,,
448,45.43199113,37,1.292510006,62.68543577,,,,,,,,,
449,41.14651002,36,1.220245299,49.72750378,,,,,,,,,
450,36.40765476,25,1.07573207,41.29226065,,,,,,,,,
451,39.08025159,36,1.092991342,51.92331028,,,,,,,,,
452,32.94846876,25,0.87253988,42.58599091,,,,,,,,,
453,33.69164439,25,0.741851844,41.38243699,,,,,,,,,
454,33.42742299,40,0.858312761,57.14818549,,,,,,,,,
455,29.28080894,33,0.746093133,49.03768706,,,,,,,,,
456,26.02399449,31,0.776671527,45.34278107,,,,,,,,,
457,36.4343553,34,1.101663583,48.58799148,,,,,,,,,
458,40.91386033,48,1.237938562,92.21671152,,,,,,,,,
459,27.59120933,28,0.765332408,43.71979403,,,,,,,,,
460,40.26979079,44,1.106009323,64.94227815,,,,,,,,,
461,46.03063227,47,1.400260813,81.8343842,,,,,,,,,
462,24.06483979,30,0.810695604,45.99551988,,,,,,,,,
463,37.25819843,38,0.870364412,55.27698088,,,,,,,,,
464,38.26195044,42,1.143210322,60.41699219,,,,,,,,,
465,45.74975014,39,1.348374878,56.38733554,,,,,,,,,
466,35.20865871,34,0.908278555,50.17624593,,,,,,,,,
467,31.96407288,43,0.786609711,63.27217054,,,,,,,,,
468,36.82092605,31,0.904573573,46.63105631,,,,,,,,,
469,34.22524408,35,1.097566753,52.53616166,,,,,,,,,
470,38.3985953,33,1.145868953,50.74985528,,,,,,,,,
471,42.9038068,30,1.177255781,47.29324317,,,,,,,,,
472,42.4854928,42,1.238438834,63.51251006,,,,,,,,,
473,40.54674458,34,1.041206195,50.60197043,,,,,,,,,
474,31.61664968,36,0.936225804,52.08266377,,,,,,,,,
475,39.41545012,36,1.014931395,52.51036668,,,,,,,,,
476,33.96350903,37,0.833242516,52.37114763,,,,,,,,,
477,35.51497158,25,0.983432484,41.73544145,,,,,,,,,
478,39.54686977,41,1.091183593,58.9063561,,,,,,,,,
479,32.38986466,26,0.763324308,43.37304592,,,,,,,,,
480,22.8939547,23,0.652305568,44.29264832,,,,,,,,,
481,31.55223873,32,0.803340921,48.64247847,,,,,,,,,
482,46.2220265,49,1.533948319,109.5708106,,,,,,,,,
483,34.34651698,40,1.027978087,56.48096919,,,,,,,,,
484,32.2738626,35,0.791918424,52.79243612,,,,,,,,,
485,32.97910146,26,0.791093805,44.36688018,,,,,,,,,
486,33.10282427,38,0.918277517,56.28249335,,,,,,,,,
487,31.8460037,41,0.997315093,59.16370296,,,,,,,,,
488,30.76722235,24,0.738470601,42.44700217,,,,,,,,,
489,36.02206489,27,0.94570831,74.98641634,,,,,,,,,
490,38.26280859,37,0.985891679,58.72576356,,,,,,,,,
491,33.75430519,36,0.751066501,51.50216889,,,,,,,,,
492,36.64494253,45,0.911069431,70.58065724,,,,,,,,,
493,36.07822775,38,1.08503041,62.56955624,,,,,,,,,
494,22.81135763,24,0.571317004,40.38377309,,,,,,,,,
495,23.45176761,29,0.580841352,45.12615442,,,,,,,,,
496,39.12747247,39,1.044678756,57.5391283,,,,,,,,,
497,35.01099273,31,0.92849607,48.18632054,,,,,,,,,
498,37.92900421,37,1.263270549,54.7617712,,,,,,,,,
499,39.77892395,28,0.982662839,45.32585192,,,,,,,,,
