,Predicted Beta,Calculated Beta,Norms,Times,,Average Pred,Average Calc,Avg Norm,Max Calc
295,31.71434959,28,0.95234375,28.68585706,,,,,
296,38.68444576,45,1.168359375,45.90362453,,,,,
297,37.05484614,23,1.112109375,26.02064371,,,,,
298,33.32954462,40,0.996875,38.30747104,,,,,
299,23.74164998,30,0.773046875,29.59111094,,,,,
300,30.87193143,31,0.93046875,29.81588507,,,,,
301,36.84261448,44,1.105078125,48.30880713,,,,,
302,36.78321962,40,1.103125,37.85471296,,,,,
303,32.90335871,34,0.984765625,33.30734396,,,,,
304,31.77362871,34,0.95390625,31.45558095,,,,,
305,33.5737323,39,1.00390625,36.55073428,,,,,
306,27.62928972,23,0.85546875,26.65592813,,,,,
307,28.3856873,26,0.87109375,28.66494584,,,,,
308,38.15260446,41,1.149609375,43.32426095,,,,,
309,38.36415499,32,1.15703125,32.98399472,,,,,
310,24.77777301,35,0.803515625,33.80787539,,,,,
311,31.22155449,27,0.939453125,28.06981802,,,,,
312,20.32112916,35,0.683984375,32.9102304,,,,,
313,31.84759093,38,0.955859375,35.69675136,,,,,
314,30.79465444,28,0.928515625,28.70616412,,,,,
315,29.33959498,35,0.89296875,33.09394622,,,,,
316,32.48055544,31,0.973046875,31.15808535,,,,,
317,29.6038958,28,0.89921875,29.36965179,,,,,
318,27.77435865,32,0.858203125,34.49040389,,,,,
319,30.97984715,38,0.933203125,37.60965323,,,,,
320,24.76478389,34,0.803125,32.67028356,,,,,
321,34.31931509,39,1.02578125,38.08209181,,,,,
322,32.65028429,24,0.977734375,26.73958874,,,,,
323,31.89189577,23,0.95703125,26.41803408,,,,,
324,36.19552007,41,1.083984375,43.34757209,,,,,
325,33.47897437,37,1.001171875,35.56807494,,,,,
326,29.12348413,37,0.887890625,35.68531656,,,,,
327,30.39017629,36,0.918359375,34.75650907,,,,,
328,34.22753451,32,1.023046875,32.88241243,,,,,
329,28.8180404,31,0.880859375,30.76577234,,,,,
330,31.65497331,39,0.95078125,38.87279058,,,,,
331,32.84727648,35,0.983203125,39.16784286,,,,,
332,33.12473536,30,0.991015625,30.00490189,,,,,
333,33.7221179,35,1.008203125,34.68504167,,,,,
334,30.93363613,37,0.93203125,36.25329733,,,,,
335,31.5210195,31,0.947265625,32.54828238,,,,,
336,35.61924631,34,1.065625,35.94482636,,,,,
337,41.38246707,39,1.269140625,37.47972417,,,,,
338,30.02862216,26,0.909375,27.28936696,,,,,
339,40.7271615,45,1.24375,47.84328842,,,,,
340,30.12328394,31,0.91171875,35.79105496,,,,,
341,40.67614635,33,1.241796875,32.95945978,,,,,
342,34.37165174,42,1.02734375,41.30375314,,,,,
343,32.40959359,30,0.97109375,29.70828009,,,,,
344,30.84104017,32,0.9296875,31.35764861,,,,,
345,33.13842693,32,0.99140625,30.79280305,,,,,
346,31.9803429,31,0.959375,29.73161697,,,,,
347,29.10680906,30,0.8875,30.19424891,,,,,
348,31.34163815,39,0.942578125,36.76065803,,,,,
349,28.6456767,37,0.876953125,34.2950592,,,,,
350,30.70170731,34,0.926171875,31.96482325,,,,,
351,34.13550802,40,1.0203125,39.35223055,,,,,
352,21.5406884,28,0.713671875,28.09533572,,,,,
353,33.43828449,39,1,35.84096742,,,,,
354,34.29311696,35,1.025,34.64843011,,,,,
355,31.11615327,35,0.93671875,33.68615675,,,,,
356,37.18263652,22,1.11640625,26.55370855,,,,,
357,41.48204238,39,1.273046875,37.48109889,,,,,
358,31.68467402,44,0.9515625,42.13635588,,,,,
359,29.57095902,42,0.8984375,40.11030579,,,,,
360,32.12431085,40,0.96328125,38.03442192,,,,,
361,30.0444159,36,0.909765625,35.09858036,,,,,
362,34.05643193,35,1.01796875,42.93860579,,,,,
363,40.849272,35,1.2484375,33.20938182,,,,,
364,37.67750412,32,1.133203125,29.95627069,,,,,
365,22.94928472,22,0.75078125,25.62017393,,,,,
366,26.91314058,17,0.8421875,23.5816493,,,,,
367,38.17493725,31,1.150390625,30.28050804,,,,,
368,34.09599268,24,1.019140625,25.5971477,,,,,
369,34.63214489,42,1.03515625,40.17208695,,,,,
370,32.48055513,31,0.973046875,29.44570351,,,,,
371,34.21440315,35,1.02265625,33.47277951,,,,,
372,31.66982663,34,0.951171875,31.95501137,,,,,
373,35.19510829,32,1.05234375,30.93984413,,,,,
374,34.41085157,32,1.028515625,30.51245451,,,,,
375,29.45545329,30,0.895703125,29.38114929,,,,,
376,28.76641181,31,0.8796875,31.1289537,,,,,
377,29.27323051,30,0.89140625,31.12950611,,,,,
378,35.56962302,33,1.0640625,33.00503802,,,,,
379,37.44825211,27,1.125390625,29.09266615,,,,,
380,35.59444367,38,1.06484375,36.7865603,,,,,
381,35.14485795,37,1.05078125,34.11261964,,,,,
382,24.06716704,23,0.782421875,25.45315075,,,,,
383,36.36448643,38,1.089453125,35.76402426,,,,,
384,34.05643194,35,1.01796875,36.25107527,,,,,
385,33.97693616,27,1.015625,28.17816472,,,,,
386,32.26724009,36,0.9671875,34.56180263,,,,,
387,32.76298594,32,0.980859375,33.75715661,,,,,
388,34.01682566,36,1.016796875,36.30144405,,,,,
389,32.03827506,38,0.9609375,39.43646264,,,,,
390,34.01682556,41,1.016796875,38.68375635,,,,,
391,46.40559214,48,1.483984375,61.52917767,,,,,
392,40.82895218,34,1.24765625,33.23779845,,,,,
393,24.67368381,32,0.800390625,31.35748577,,,,,
394,28.12394318,38,0.865234375,35.48378181,,,,,
395,33.84305402,38,1.01171875,38.78045177,,,,,
396,42.33340978,42,1.30703125,41.92594934,,,,,
397,37.08974675,39,1.11328125,37.24584317,,,,,
398,40.5841166,37,1.23828125,33.99575973,,,,,
399,28.52456592,27,0.87421875,27.07945013,,,,,
400,38.69543482,35,1.16875,32.19464946,,,,,
401,34.3585749,40,1.026953125,36.65592551,,,,,
402,38.14143254,42,1.14921875,40.37462091,,,,,
403,33.47897417,29,1.001171875,29.16050649,,,,,
404,35.96458635,40,1.0765625,37.47906947,,,,,
405,35.48260656,41,1.061328125,39.43056774,,,,,
406,30.97984691,32,0.933203125,30.97151613,,,,,
407,34.05643171,33,1.01796875,31.84087563,,,,,
408,30.01282169,29,0.908984375,28.97351313,,,,,
409,35.87858142,35,1.073828125,33.79277158,,,,,
410,37.48274121,23,1.1265625,28.28445029,,,,,
411,25.14194759,30,0.8125,31.09637237,,,,,
412,31.3566208,32,0.94296875,32.50527954,,,,,
413,19.9028639,24,0.674609375,26.67471695,,,,,
414,35.68117333,32,1.067578125,30.36103153,,,,,
415,25.23934849,24,0.8140625,25.89045835,,,,,
416,33.53315359,38,1.002734375,36.71287918,,,,,
417,32.35272099,31,0.96953125,30.06779742,,,,,
418,28.42045326,30,0.871875,29.262393,,,,,
419,37.95052954,43,1.142578125,40.58759212,,,,,
420,35.16999249,41,1.0515625,38.29895926,,,,,
421,29.76815299,31,0.903125,30.49111485,,,,,
422,34.86491328,37,1.0421875,35.88051152,,,,,
423,35.33291226,37,1.056640625,39.63656926,,,,,
424,28.10643024,25,0.86484375,29.49926972,,,,,
425,35.39536554,31,1.05859375,32.39612865,,,,,
426,29.71895068,42,0.901953125,39.47585869,,,,,
427,34.34549321,38,1.0265625,34.62473416,,,,,
428,29.58743098,31,0.898828125,29.73924947,,,,,
429,32.08131916,36,0.962109375,32.9476006,,,,,
430,28.78362871,32,0.880078125,30.39323878,,,,,
431,27.10737393,26,0.845703125,26.73590088,,,,,
432,25.19067132,31,0.81328125,29.83829045,,,,,
433,36.86634313,37,1.105859375,35.02015352,,,,,
434,34.87779918,31,1.042578125,31.10049415,,,,,
435,36.6760431,42,1.099609375,38.72249007,,,,,
436,40.52261849,43,1.2359375,39.72583699,,,,,
437,45.13452011,33,1.426171875,30.65823317,,,,,
438,36.35244574,31,1.0890625,28.76951265,,,,,
439,33.11103855,37,0.990625,41.38410187,,,,,
440,31.22155495,38,0.939453125,34.7294476,,,,,
441,27.44208936,36,0.851953125,33.45669127,,,,,
442,36.0743072,37,1.080078125,34.38731313,,,,,
443,36.48465834,30,1.093359375,29.37482333,,,,,
444,31.93614649,21,0.958203125,24.4775548,,,,,
445,29.05673984,38,0.886328125,34.20997238,,,,,
446,40.37866733,40,1.23046875,36.71090627,,,,,
447,35.85396824,45,1.073046875,44.89277411,,,,,
448,35.13228386,34,1.050390625,31.32807302,,,,,
449,37.18263632,42,1.11640625,38.0767684,,,,,
450,34.69696118,24,1.037109375,25.45394063,,,,,
451,36.60440164,38,1.097265625,35.01877856,,,,,
452,28.31606132,29,0.86953125,28.11843419,,,,,
453,33.54668481,41,1.003125,37.11112165,,,,,
454,30.24912162,29,0.91484375,28.39136434,,,,,
455,38.28637356,42,1.154296875,38.28625631,,,,,
456,28.83523442,36,0.88125,33.15806866,,,,,
457,28.40307437,29,0.871484375,28.11301875,,,,,
458,34.20126629,38,1.022265625,34.82575989,,,,,
459,31.9508847,35,0.95859375,32.17981434,,,,,
460,39.76277843,27,1.207421875,27.03675556,,,,,
461,28.50723289,36,0.873828125,33.60360742,,,,,
462,30.12328373,28,0.91171875,27.59521961,,,,,
463,34.8777991,42,1.042578125,38.03821039,,,,,
464,41.4820425,35,1.273046875,31.08302283,,,,,
465,35.06934254,37,1.0484375,33.41157556,,,,,
466,27.56697537,35,0.854296875,31.7403667,,,,,
467,23.28626429,23,0.76015625,24.89597821,,,,,
468,34.08281079,33,1.01875,30.48729587,,,,,
469,34.72285355,31,1.037890625,28.92233133,,,,,
470,31.44638557,40,0.9453125,36.32008195,,,,,
471,31.75881799,33,0.953515625,30.23592544,,,,,
472,38.62944565,41,1.16640625,37.25166965,,,,,
473,26.12495553,30,0.828515625,27.95577025,,,,,
474,36.58048699,36,1.096484375,32.81545305,,,,,
475,33.06991506,30,0.989453125,28.49341774,,,,,
476,38.26411652,41,1.153515625,37.51164508,,,,,
477,34.68400775,33,1.03671875,33.17953205,,,,,
478,34.3977898,35,1.028125,31.65716624,,,,,
479,37.43674764,46,1.125,47.97931361,,,,,
480,28.54189032,28,0.874609375,27.2055409,,,,,
481,31.07088725,26,0.935546875,26.91174865,,,,,
482,32.87532896,33,0.983984375,30.00993538,,,,,
483,35.87858118,37,1.073828125,33.39502454,,,,,
484,30.96444972,29,0.9328125,27.692698,,,,,
485,30.6240718,36,0.92421875,32.3069098,,,,,
486,31.98034271,28,0.959375,27.17515373,,,,,
487,28.81804048,31,0.880859375,28.99720597,,,,,
488,22.04501887,26,0.7265625,26.20075989,,,,,
489,33.92344552,33,1.0140625,30.29060316,,,,,
490,36.66411322,39,1.09921875,35.16260719,,,,,
491,38.20840771,41,1.1515625,36.6053102,,,,,
492,30.34321829,32,0.9171875,29.5682199,,,,,
493,35.84165495,40,1.07265625,35.81702757,,,,,
494,32.63617143,36,0.97734375,36.97560406,,,,,
495,33.56021134,43,1.003515625,38.99684715,,,,,
496,32.35272089,30,0.96953125,28.73468137,,,,,
497,32.32425049,28,0.96875,27.29072165,,,,,
498,32.70668022,41,0.979296875,44.34630561,,,,,
499,35.1071214,31,1.049609375,28.81531978,,,,,
