,Predicted Beta,Calculated Beta,Norms,Times,Average Predicted Beta,Average Calculated Beta,Average Norms,Average Times
85,49.90545606,51,1.112813479,147.777158,,,,
86,52.38406348,49,1.200985898,120.9349678,,,,
87,49.23443847,51,0.95240324,157.8064604,,,,
88,42.44796918,43,0.795168736,68.266361,,,,
89,46.32363487,46,1.00730521,90.11484289,,,,
90,50.78609723,49,1.216940406,121.7652156,,,,
91,46.44252141,46,0.88598871,90.89001322,,,,
92,51.6509823,48,1.086827828,110.8839662,,,,
93,46.1887699,39,0.849893285,66.61370659,,,,
94,48.62125057,46,1.227022608,91.65562701,,,,
95,40.10816188,37,0.785123551,64.3442533,,,,
96,47.33177204,42,0.98282599,76.65146494,,,,
97,45.47500563,42,0.744687527,73.13542008,,,,
98,45.08006733,51,0.975218771,151.3804312,,,,
99,43.51707274,42,0.823286014,73.70110297,,,,
100,45.1345826,46,0.867543903,87.77657819,,,,
101,49.93445999,52,1.176146472,167.9735937,,,,
102,49.53178253,52,1.15060527,164.0927267,,,,
103,46.9450462,40,1.041890629,65.22788405,,,,
104,44.56850474,39,0.980583828,69.23216701,,,,
105,36.65313217,42,0.768186454,74.22033381,,,,
106,50.64067746,53,0.98785254,179.5219712,,,,
107,47.46559616,51,1.019295918,153.0686898,,,,
108,49.50646176,48,1.100740826,108.6078124,,,,
109,47.69754534,44,1.012891599,80.59706783,,,,
110,55.50191631,44,1.375712743,79.33235097,,,,
111,50.11042477,43,1.196693547,81.24344659,,,,
112,49.82707313,47,1.166604963,104.3451872,,,,
113,41.47169703,37,0.75977611,63.57762504,,,,
114,48.11016437,45,1.172985542,87.14802575,,,,
115,41.84109579,47,0.818141524,96.42174387,,,,
116,39.53493151,32,0.764486107,57.41227221,,,,
117,39.64030404,39,0.759512912,68.0440371,,,,
118,43.39263,40,0.941941431,73.41914654,,,,
119,49.15168228,47,1.075884041,103.6484749,,,,
120,52.80460291,48,1.290603737,104.4741313,,,,
121,47.03013488,41,1.089434281,69.32877803,,,,
122,49.74307525,46,1.273508873,90.77678633,,,,
123,42.90708474,42,0.855285147,70.67235494,,,,
124,60.26885782,57,1.556985334,311.0833862,,,,
125,51.19772016,57,1.087581428,316.311702,,,,
126,42.51118063,43,0.829515974,80.74765921,,,,
127,49.76287265,54,0.981631515,230.1372936,,,,
128,50.73885729,39,1.234216522,68.86466336,,,,
129,50.74358499,49,1.080490904,124.8923383,,,,
130,43.16762817,32,0.882222499,59.6446023,,,,
131,41.04759437,41,0.961980744,74.4575603,,,,
132,53.93717539,52,1.261232759,169.773845,,,,
133,43.95479164,43,0.927907171,73.64956713,,,,
134,44.69062086,48,0.851983299,112.4332547,,,,
135,45.93103285,46,0.985355093,93.63291764,,,,
136,48.88672021,48,1.094383224,104.4873977,,,,
137,47.59265264,42,1.018527511,76.50696826,,,,
138,47.79049874,45,0.860695644,83.5505619,,,,
139,43.45420438,42,0.817721836,71.26429009,,,,
140,44.00162796,36,0.788053706,64.42467475,,,,
141,47.81995731,44,0.887551306,82.73928905,,,,
142,51.74620472,45,1.236524804,89.84843636,,,,
143,42.52406859,37,0.861788516,67.52766061,,,,
144,44.25554889,38,0.859608897,70.28480816,,,,
145,48.70817086,45,1.15917874,90.28862,,,,
146,46.64093762,44,0.942037927,77.9076345,,,,
147,48.70354251,46,0.903232914,95.8851409,,,,
148,44.17812975,36,0.918026644,62.9103632,,,,
149,49.01745921,38,0.954300768,65.66509485,,,,
150,50.93481132,48,1.209569836,112.0449712,,,,
151,42.15749142,43,0.840442146,76.89931774,,,,
152,48.47748322,34,1.092707537,64.09645152,,,,
153,45.43613368,24,0.775540176,53.53267908,,,,
154,53.26664828,47,1.181293262,105.3823471,,,,
155,50.00641192,48,1.264039354,114.6297505,,,,
156,45.66489373,38,1.052910745,70.62975931,,,,
157,44.36457508,48,0.845344118,111.9508805,,,,
158,47.35413057,43,0.964974975,77.3677001,,,,
159,38.28383805,39,0.617742771,69.77375269,,,,
160,45.23216327,45,0.881995041,85.22076678,,,,
161,49.29868855,47,1.142538284,103.963748,,,,
162,40.7077905,42,0.640510309,69.10465169,,,,
163,49.20800949,44,1.090660156,79.5647521,,,,
164,50.63310504,52,1.121011938,170.4539824,,,,
165,40.63509684,40,0.662711371,65.16287374,,,,
166,45.5122758,42,0.989775852,77.02142501,,,,
167,39.37072268,44,0.759435305,79.30122185,,,,
168,46.38689688,37,0.969615279,69.73512101,,,,
169,41.71136403,37,0.774261967,63.99480152,,,,
170,45.34177737,42,0.9186332,76.14109278,,,,
171,49.15932174,46,1.068676343,97.39036131,,,,
172,45.49620039,40,0.981445668,75.40329361,,,,
173,46.03202143,46,0.970661691,97.5943346,,,,
174,41.47881331,45,0.79327325,87.5658133,,,,
175,45.93574679,45,0.89011283,89.74435425,,,,
176,46.825215,39,1.159603278,71.72108388,,,,
177,39.78691716,43,0.650127893,75.80010438,,,,
178,46.05943471,41,0.93111916,76.60120821,,,,
179,48.32308342,42,1.109089647,75.86934924,,,,
180,56.1416662,56,1.520918755,266.8695333,,,,
181,42.11565387,38,0.823229852,68.2098279,,,,
182,46.77224079,49,1.010471758,136.49683,,,,
183,46.90883268,36,1.011858973,68.67235565,,,,
184,48.60629556,44,1.00251097,79.11880589,,,,
185,44.64342046,43,0.849870308,77.57620239,,,,
186,44.61447795,52,0.833481307,173.8404617,,,,
187,52.99056016,57,1.128967367,301.4719207,,,,
188,46.17293357,43,0.878009029,79.56852031,,,,
189,54.15330021,39,1.321951128,69.96062112,,,,
190,48.29124121,45,1.007116811,90.21592665,,,,
191,47.02618712,36,0.991545995,61.17404556,,,,
192,47.91401929,45,1.121134474,87.55709815,,,,
193,52.04124389,47,1.24630143,101.0144756,,,,
194,48.38439335,48,0.966828339,110.0529714,,,,
195,38.97566817,42,0.625680584,76.52647185,,,,
196,46.58315631,41,0.708239554,71.68850279,,,,
197,45.21479346,43,0.955276721,83.79447937,,,,
198,44.62496945,43,0.907936019,73.04062653,,,,
199,42.73757764,36,0.753319457,64.66984558,,,,
200,49.45866495,41,1.156807148,72.91574335,,,,
201,49.8037724,51,0.840775292,156.7033045,,,,
202,49.58826131,52,1.09406616,171.3221126,,,,
203,48.18888073,50,1.014767939,141.3207479,,,,
204,45.90529951,37,0.986132689,66.435076,,,,
205,44.74878637,39,0.907018272,71.21589732,,,,
206,41.55304941,40,0.751991979,71.77542186,,,,
207,44.82736705,49,0.84504671,129.2239358,,,,
208,46.75707407,39,1.129729134,69.82782769,,,,
209,50.33047539,49,1.159732708,132.3101881,,,,
210,41.41708227,41,0.769715352,75.07287502,,,,
211,40.86625963,37,0.755587914,67.79376483,,,,
212,44.07107399,45,0.892948526,82.76934099,,,,
213,39.76206908,36,0.72428239,63.4780643,,,,
214,53.467965,51,1.361388226,159.0977399,,,,
215,43.30009328,43,0.794678847,75.84844971,,,,
216,44.19566709,38,0.897777998,58.51102734,,,,
217,44.34460422,34,0.923901758,64.68117547,,,,
218,44.7873405,39,0.904631107,64.51514053,,,,
219,47.62775531,47,0.924698502,105.6798069,,,,
220,48.42512862,47,1.0511115,106.1259954,,,,
221,49.14080678,35,1.144634934,60.44709611,,,,
222,48.50651299,49,1.06051873,131.1868205,,,,
223,44.57269844,38,0.914004128,65.93714809,,,,
224,43.01561851,47,0.774490702,101.9233818,,,,
225,47.53712089,44,0.916435968,86.02551484,,,,
226,54.07584347,49,1.443176492,131.9342017,,,,
227,50.62824158,47,1.135004075,102.0728259,,,,
228,43.41462485,46,0.811684871,94.53418779,,,,
229,46.92031632,46,0.868630903,96.0698278,,,,
230,42.92758164,47,0.839009491,103.8791711,,,,
231,38.17351375,41,0.665960375,75.9186666,,,,
232,54.28921549,48,1.334130489,117.3570914,,,,
233,42.18928315,43,0.874703098,76.23200297,,,,
234,45.9010407,39,1.025082704,70.67292619,,,,
235,40.60901545,41,0.786190895,67.3454988,,,,
236,48.66966775,48,1.075569531,114.0553277,,,,
237,55.36124418,49,1.337226835,126.2378669,,,,
238,44.62817756,47,0.982795356,103.5666857,,,,
239,44.53523182,49,0.859876948,131.2515237,,,,
240,47.86243978,47,0.876226123,103.0897274,,,,
241,50.55615198,51,1.029737049,161.1003306,,,,
242,48.29465348,42,0.9837491,77.19046879,,,,
243,50.11876848,47,1.133567334,107.0003722,,,,
244,50.08892016,51,1.008082806,153.2006896,,,,
245,55.78872137,55,1.364284937,259.0770745,,,,
246,48.32489396,49,1.212839519,126.0645461,,,,
247,56.15987069,52,1.388209679,174.4564953,,,,
248,45.3456124,48,0.841913606,116.6355653,,,,
249,40.12815594,39,0.635894512,73.12004066,,,,
250,44.41107928,39,0.869129984,70.42533612,,,,
251,43.24968703,36,0.82285637,63.30006385,,,,
252,49.68899959,31,1.186323385,60.14707088,,,,
253,40.20348303,34,0.858269165,66.31393051,,,,
254,50.58775665,55,1.2221237,242.5189168,,,,
255,40.31669207,41,0.867027972,73.07346916,,,,
256,43.14022198,39,0.792634528,71.64696264,,,,
257,48.06571251,46,1.156549565,99.23403478,,,,
258,43.71230513,36,0.853669452,66.45294523,,,,
259,52.71101731,47,1.298872909,109.7175875,,,,
260,54.60621601,51,1.344126149,164.7396483,,,,
261,48.10463965,36,1.057801737,67.64766121,,,,
262,43.36571747,46,0.9536115,94.85270143,,,,
263,45.07927857,46,1.020853918,92.23856211,,,,
264,44.6032192,34,0.932535478,60.90777135,,,,
265,53.35388556,42,1.445828895,73.98532081,,,,
266,47.37026613,45,1.224521586,85.3559649,,,,
267,41.00002341,41,0.720007398,73.84528923,,,,
268,48.3872471,51,1.055481203,156.259526,,,,
269,50.41248208,45,1.100547065,83.2012949,,,,
270,43.83319261,34,0.865403598,62.79093671,,,,
271,47.56848224,42,1.167130849,76.23437119,,,,
272,42.52441799,40,0.869909112,68.89966679,,,,
273,47.06689436,44,1.169243837,82.84355855,,,,
274,48.23176006,50,1.086752008,144.93537,,,,
275,44.34047704,41,0.931133455,72.07871914,,,,
276,48.59721177,37,1.017223519,63.40773964,,,,
277,44.3743767,39,0.860195286,72.4254415,,,,
278,42.86102309,37,0.929039868,67.40973425,,,,
279,41.2902645,32,0.909152959,61.10592532,,,,
280,42.36658507,46,0.840764827,89.02976346,,,,
281,46.55971692,51,1.03757913,166.5789073,,,,
282,43.19743717,47,0.949828952,103.5003881,,,,
283,47.0041554,46,1.041374953,96.80800581,,,,
284,43.34145538,44,0.868916821,82.15385771,,,,
285,44.88124822,46,0.880557534,93.5590775,,,,
286,49.30142891,49,1.083427184,131.6086364,,,,
287,49.05939448,42,1.176612877,79.64501381,,,,
288,49.11129032,41,1.0923869,76.51370525,,,,
289,46.31807876,48,0.995082449,118.0548534,,,,
290,49.59588317,45,1.07529893,90.70936513,,,,
291,46.11290044,44,0.919143259,80.77013111,,,,
292,48.15512239,49,1.027400686,127.9043341,,,,
293,42.20614155,40,0.777934744,72.77958679,,,,
294,53.03340775,54,1.224634168,241.1195381,,,,
295,47.07478306,45,0.990543238,89.0419209,,,,
296,48.06406152,46,1.010540684,89.93900824,,,,
297,49.72159043,45,1.066114817,89.33669686,,,,
298,45.84699396,51,0.966454858,165.8099985,,,,
299,48.87405801,52,1.109432494,187.2788067,,,,
300,48.18678608,46,1.0639883,97.04400778,,,,
301,49.59683906,44,1.199651271,83.57425904,,,,
302,49.93691821,46,1.047143361,94.3365984,,,,
303,48.09106889,48,1.023888995,118.3879821,,,,
304,48.23450089,45,1.076490087,88.16289902,,,,
305,44.00909249,45,0.861554931,88.69702959,,,,
306,53.54248039,40,1.428678636,68.85060024,,,,
307,53.02635419,39,1.289580301,73.84340549,,,,
308,41.0997394,44,0.750408194,76.30026865,,,,
309,43.96743263,37,0.75494179,64.56048393,,,,
310,40.36327802,46,0.67962294,93.81305337,,,,
311,53.03590351,47,1.101050487,97.79399467,,,,
312,48.17578927,46,1.048965835,87.70549345,,,,
313,50.47214255,46,1.125908548,91.20849395,,,,
314,50.08415856,51,1.118778455,166.5670717,,,,
315,51.15023393,49,1.170548086,132.2216797,,,,
316,46.98312834,40,0.943912992,73.82142997,,,,
317,41.6850039,46,0.804860353,98.42055964,,,,
318,49.15724032,51,1.015007652,168.9310362,,,,
319,49.07230125,47,1.127206159,108.8919418,,,,
320,47.68357323,44,0.905177415,77.29988098,,,,
321,50.59206518,50,1.134121557,132.0887663,,,,
322,49.97468914,49,1.075792394,132.4423389,,,,
323,50.74187886,51,1.287863005,157.1440511,,,,
324,46.43484937,45,0.936130392,89.15407681,,,,
325,52.9685371,44,1.368887714,81.13299131,,,,
326,44.43694484,42,0.883980898,69.25082469,,,,
327,50.11521729,52,1.255709935,180.1093962,,,,
328,44.06929747,45,0.998742207,82.69872689,,,,
329,46.18198096,51,0.900382409,159.643461,,,,
330,45.57888136,42,0.966555695,75.64583707,,,,
331,44.93145723,47,0.907252112,100.9803183,,,,
332,49.98872308,49,1.106202381,124.2845151,,,,
333,39.31489736,45,0.805037265,86.43262553,,,,
334,37.79974445,39,0.701596032,69.70156193,,,,
335,41.53597877,39,0.756413248,67.03232145,,,,
336,49.3210429,45,1.025578468,91.12954402,,,,
337,47.86415012,29,0.960351008,58.622998,,,,
338,43.82753545,43,0.931609561,79.06775713,,,,
339,41.63453241,45,0.7375268,83.61572981,,,,
340,40.08055437,41,0.65318671,65.73568869,,,,
341,52.10542447,51,1.333824148,160.207154,,,,
342,50.64470431,51,0.985434486,160.1157045,,,,
343,41.20617714,46,0.736809706,94.24369311,,,,
344,38.51897825,42,0.715367604,79.07990551,,,,
345,47.3199251,30,0.952890323,59.06306744,,,,
346,47.03805328,43,1.023363109,79.95007825,,,,
347,35.69524046,42,0.549820786,74.37933135,,,,
348,45.92097087,50,0.926351723,140.1478865,,,,
349,43.01474968,47,0.810784227,100.0961206,,,,
350,46.33858676,40,1.068630135,67.98942304,,,,
351,36.62034109,38,0.672654443,70.15486431,,,,
352,46.0909515,43,1.006490598,77.5617466,,,,
353,50.63048203,47,0.962945208,102.7883422,,,,
354,44.49210355,38,0.927083879,74.06978559,,,,
355,49.52372536,42,1.1492178,72.06630659,,,,
356,51.27760239,52,1.196544972,182.3839087,,,,
357,42.90650993,43,0.784733222,79.65283823,,,,
358,42.96641909,45,0.821902117,90.12352943,,,,
359,50.93177089,44,1.143448884,79.31067991,,,,
360,44.37479944,37,0.853277335,65.90696263,,,,
361,44.26755721,39,0.891786218,69.94529033,,,,
362,43.883983,39,0.910737764,65.38518667,,,,
363,40.791681,44,0.727930404,82.97370434,,,,
364,43.70737157,40,0.88586745,73.20729184,,,,
365,42.24752118,44,0.689847335,81.44326878,,,,
366,49.10080456,39,1.204880517,69.4990449,,,,
367,40.92217606,47,0.797252878,90.22935319,,,,
368,42.34622607,45,0.766778306,86.51221466,,,,
369,36.9643998,33,0.712980185,57.11362362,,,,
370,44.53677603,42,0.906022917,77.74974108,,,,
371,48.76785628,44,1.129875922,74.14627981,,,,
372,41.28103474,40,0.989383736,74.49620008,,,,
373,44.55319219,38,0.967787698,70.85726953,,,,
374,48.14317795,49,0.980381643,131.9315317,,,,
375,42.49135554,40,0.904147344,74.68283486,,,,
376,48.7560086,44,1.029326296,83.16350055,,,,
377,52.64837437,55,1.383126202,251.4913964,,,,
378,47.20716108,51,0.991439541,163.9302988,,,,
379,50.58968041,52,1.246604962,181.513916,,,,
380,50.71192445,47,1.134711519,122.7711611,,,,
381,45.39355205,35,0.985470226,107.3981564,,,,
382,47.60753905,50,0.97220182,148.1824081,,,,
383,44.82951496,40,0.700404621,88.33561563,,,,
384,44.80143698,36,0.887067031,123.6561635,,,,
385,44.95771928,39,0.800385218,117.6946607,,,,
386,50.06879134,50,1.169440918,288.1525116,,,,
387,47.64837509,43,0.924386289,134.3756101,,,,
388,48.01411734,44,1.138699827,137.3588617,,,,
389,50.41278193,51,1.085562128,339.1369307,,,,
390,41.91650546,40,0.901754818,132.6055415,,,,
391,45.68778004,41,0.904747517,111.4109674,,,,
392,44.694307,48,0.951772176,164.948683,,,,
393,49.05258396,38,1.057142338,101.5720258,,,,
394,43.41556138,48,0.882004486,170.4146369,,,,
395,48.29591683,46,1.169996162,139.4182343,,,,
396,44.47588291,44,0.860573873,126.5594664,,,,
397,50.15191164,52,1.150427847,272.6093388,,,,
398,42.82696988,41,0.818895123,95.03937101,,,,
399,54.56521322,51,1.192847942,206.5010629,,,,
400,48.94097111,41,0.901262373,77.22305155,,,,
401,48.29829161,38,1.179440153,75.79794145,,,,
402,44.60879196,50,0.949761557,164.9811599,,,,
403,48.226702,44,0.989339316,104.1688297,,,,
404,45.15470459,45,0.865242513,99.38351488,,,,
405,44.2107214,45,0.97640661,106.4146631,,,,
406,40.52992528,37,0.884101393,72.83761406,,,,
407,46.44185012,37,0.891895736,82.30085278,,,,
408,43.89135969,46,0.939312256,97.82928705,,,,
409,51.11799691,51,1.314636718,159.9262562,,,,
410,50.17850053,41,1.135114869,77.96947646,,,,
411,50.98505141,52,1.211434177,178.0439606,,,,
412,53.62516086,46,1.329222137,94.87128091,,,,
413,45.35083249,44,0.868332476,77.92570996,,,,
414,47.88873049,49,1.116607517,128.0606301,,,,
415,47.66784147,41,1.008329667,72.65715432,,,,
416,46.54607072,44,0.937859434,80.64284658,,,,
417,43.61851502,47,0.857453277,99.4356823,,,,
418,44.41919639,39,0.9323772,70.85785365,,,,
419,47.96586327,45,0.988116248,82.87887502,,,,
420,45.86934853,40,0.951536295,70.00877023,,,,
421,47.97683059,40,1.18009802,70.54880786,,,,
422,48.91644016,47,1.017658523,99.56095362,,,,
423,44.59930094,41,0.845708152,72.84188247,,,,
424,47.85200227,41,1.109601748,75.0893662,,,,
425,42.97852679,39,0.886855401,67.05283785,,,,
426,42.91784874,47,0.809612983,103.7933853,,,,
427,48.15388415,38,0.939875924,61.78999448,,,,
428,45.89662327,46,0.943545127,85.92472887,,,,
429,47.91478671,42,0.902385625,70.30152702,,,,
430,50.40835405,42,1.200037516,71.39780021,,,,
431,57.38595915,55,1.57465765,237.2459095,,,,
432,47.29815418,51,0.97981925,152.6789396,,,,
433,45.30334013,46,0.928177262,89.01484394,,,,
434,52.89442171,53,1.293736076,183.1056428,,,,
435,44.78337524,43,0.839189721,75.81111789,,,,
436,44.3299236,28,0.836325431,171.5889003,,,,
437,47.8882603,49,1.044111091,157.8104725,,,,
438,53.48482093,48,1.375735462,147.3580599,,,,
439,47.11711245,45,1.004161383,102.5934062,,,,
440,46.85764365,44,1.019678589,95.43089437,,,,
441,39.59034149,34,0.740636419,77.58589172,,,,
442,47.36622707,46,1.013826194,115.6476302,,,,
443,46.42918297,41,0.860420958,98.56560254,,,,
444,47.46248701,46,1.144249455,122.4890471,,,,
445,50.29407839,45,1.147363415,103.1374032,,,,
446,44.77207989,45,0.927686861,99.08631516,,,,
447,53.3892972,49,1.272089747,170.1626043,,,,
448,50.17242452,50,1.268593628,173.6458023,,,,
449,51.21565247,53,1.001817871,218.8165016,,,,
450,40.8152175,42,0.689735775,83.16247749,,,,
451,50.8924505,54,1.122631462,254.8444269,,,,
452,41.20635514,49,0.728432548,156.0582802,,,,
453,54.44748189,43,1.465752054,86.92887712,,,,
454,45.77524654,42,0.968948476,77.75360656,,,,
455,42.93753718,47,0.831133455,103.3471224,,,,
456,40.51505523,49,0.771694061,133.3251879,,,,
457,46.49780908,44,0.956826808,79.13971448,,,,
458,45.70200863,36,0.874977273,66.68959856,,,,
459,47.58492086,50,1.122542112,149.8857772,,,,
460,46.49288391,41,1.025201667,78.27310514,,,,
461,52.04533468,48,1.126333342,119.7045636,,,,
462,47.0580445,36,1.027464762,75.89370227,,,,
463,46.85670338,44,0.760499331,117.2923458,,,,
464,51.45142036,49,1.057385112,237.3270044,,,,
465,42.0607528,46,0.798289589,119.3456416,,,,
466,51.25178568,47,1.279951232,142.850724,,,,
467,41.0780291,46,0.813146119,128.8934553,,,,
468,43.66382856,48,0.896177365,153.4439049,,,,
469,41.93142497,39,0.823612778,72.33467984,,,,
470,50.89478872,44,1.158844062,78.81496263,,,,
471,49.39404814,41,0.985948119,75.90526438,,,,
472,43.86807848,51,0.843598737,166.8809538,,,,
473,49.41724215,50,1.049728624,140.8203056,,,,
474,46.2515529,42,1.049617319,80.36849618,,,,
475,50.51111444,47,1.220919269,107.4827335,,,,
476,39.72577401,42,0.732973802,75.65078688,,,,
477,45.68932298,43,0.854647956,79.94235802,,,,
478,53.01179645,50,1.330122781,142.8104289,,,,
479,44.73479773,46,1.015590464,93.11718392,,,,
480,46.70456003,50,0.940908039,141.9518647,,,,
481,45.37452939,36,0.920792141,60.733464,,,,
482,51.79794933,48,1.23035509,105.5529392,,,,
483,42.59756547,47,0.881007855,106.3000724,,,,
484,55.0265004,59,1.364719176,506.7558744,,,,
485,39.53342894,43,0.805422744,79.13192201,,,,
486,36.72112279,33,0.674887415,63.94918895,,,,
487,44.23135762,49,0.842263855,126.0737147,,,,
488,50.45246268,53,1.075077852,195.8135478,,,,
489,47.64538575,31,1.126942705,58.35586715,,,,
490,45.18670143,34,0.885558554,58.65015411,,,,
491,44.05425467,35,0.945979774,56.42676544,,,,
492,54.20773672,51,1.232950567,154.6154566,,,,
493,50.3582407,51,1.121795151,151.2280464,,,,
494,46.72682588,50,0.905480694,138.616349,,,,
495,42.69036111,43,0.796044618,73.63236833,,,,
496,46.01694571,43,1.0275125,74.13957644,,,,
497,44.44816917,45,0.928410337,85.05826926,,,,
498,53.78619085,47,1.313351363,571.064388,,,,
499,46.54058204,46,1.052520925,104.8859069,,,,
