,Seed,Custom Embedding Normal Predicted Hardness,Custom Embedding Probabilistic Predicted Hardness,Custom Embedding Calculated Hardness,Custom Embedding Norms,Custom Embedding Scaled Predicted Hardness,Standard Embedding Normal Predicted Hardness,Standard Embedding Prob Predicted Hardness,Standard Embedding Calculated Hardness,Standard Embedding Norms,Standard Embedding Scaled Predicted Hardness,Times,,Actual Results Custom Embedding Calculated,Actual Results Standard Embedding Calculated
49,25,42.36832986,49.67221343,55,1.350840713,57.23286492,49.40001669,53.53118822,55,0.916666667,45.28334865,13103.04628,,,
50,67,42.29544948,49.63626725,52,1.533317807,64.85236584,49.40001656,53.53118814,1,1.049479167,51.84428823,3368.273072,,,
51,58,43.23293591,50.1056811,1,1.424955607,61.60501443,49.4000166,53.53118816,55,0.950520833,46.95574493,4828.455045,,,
52,66,43.57007596,50.2775983,53,1.1594916,50.51913709,49.40001659,53.53118816,1,0.8671875,42.83907689,3606.965359,,,
53,35,42.62421558,49.79894474,59,1.703739572,72.62056281,49.40001667,53.5311882,1,1.111979167,54.93178939,11821.6821,,,
54,51,42.67915671,49.82625962,54,1.416116723,60.43866754,49.40001658,53.53118815,52,1.010416667,49.9146001,6687.762646,,,
55,36,43.21483008,50.09649345,58,1.401292741,60.55662769,49.40001665,53.53118819,1,0.986979167,48.75678728,11604.56972,,,
56,62,43.12636711,50.0516698,1,1.587157763,68.44834835,49.40001657,53.53118815,55,1.078125,53.25939286,4900.37431,,,
57,76,42.35965324,49.66793044,1,1.525293562,64.61090638,49.40001657,53.53118815,1,1.044270833,51.58699645,1353.92941,,,
58,54,42.751607,49.86233482,56,1.542367901,65.93870635,49.40001653,53.53118812,52,0.872395833,43.09636857,7444.760963,,,
59,30,43.09841317,50.03752854,54,1.596460443,68.80491178,49.40001645,53.53118807,56,1.015625,50.17189171,13643.45987,,,
60,69,42.83979711,49.90738211,49,1.374715391,58.89252843,49.40001658,53.53118815,51,0.875,43.22501451,4537.921561,,,
61,72,43.02373291,49.99980327,48,1.269505946,54.61888475,49.40001651,53.53118811,1,0.932291667,46.05522374,3238.758185,,,
62,64,42.9749397,49.97522269,58,1.275958616,54.83424458,49.40001663,53.53118818,1,0.8671875,42.83907692,6547.473464,,,
63,50,43.64886685,50.31800461,58,1.373777114,59.96381433,49.40001654,53.53118813,1,0.96875,47.85626602,9457.588572,,,
64,38,43.33096168,50.15550323,55,1.661950817,72.01392717,49.40001655,53.53118813,54,1.0390625,51.3297047,13317.99905,,,
65,82,43.11663029,50.04674292,1,1.563948702,67.43219798,49.40001682,53.53118829,1,1.106770833,54.67449777,1515.692434,,,
66,65,42.59580352,49.78483355,54,1.347660043,57.4046624,49.40001657,53.53118814,54,0.875,43.2250145,7246.373871,,,
67,83,43.392346,50.18677067,1,1.521284,66.01208169,49.40001665,53.53118819,1,1.0234375,50.55782954,1785.802731,,,
68,85,42.89252975,49.93382318,1,1.218824712,52.27847522,49.40001649,53.5311881,1,0.848958333,41.93855565,1266.819479,,,
69,59,43.0329621,50.00446123,58,1.371823547,59.03363071,49.40001665,53.5311882,1,0.96875,47.85626613,8743.085316,,,
70,75,42.94365084,49.95949323,56,1.427026699,61.2817363,49.40001665,53.53118819,1,0.96875,47.85626613,4906.847377,,,
71,87,42.48532696,49.73005776,1,1.510549986,64.17621004,49.40001657,53.53118814,1,0.966145833,47.72762016,2158.366142,,,
72,88,42.64979105,49.81165547,1,1.578594372,67.32672012,49.40001645,53.53118807,1,1.065104167,52.61616337,2051.224741,,,
73,74,42.92080483,49.94801678,55,1.432040309,61.46432261,49.40001656,53.53118814,1,0.9375,46.31251553,5705.788966,,,
74,81,42.95256916,49.96397524,54,1.362979823,58.54348511,49.40001661,53.53118817,1,0.90625,44.76876505,4412.956794,,,
75,86,43.48187319,50.2324678,1,1.508190298,65.57893928,49.40001659,53.53118816,52,0.9921875,49.01407896,3452.740381,,,
76,73,42.18775352,49.58327194,55,1.356536674,57.22923484,49.40001666,53.5311882,1,0.9765625,48.24220377,7286.130209,,,
77,98,43.44239462,50.21230305,1,1.417098619,61.56215742,49.40001667,53.5311882,1,0.997395833,49.27137078,1169.639975,,,
78,99,42.63822304,49.80590531,1,1.542569488,65.77242188,49.40001648,53.53118809,1,1.059895833,52.35887162,1226.868165,,,
79,77,43.32756046,50.15377228,57,1.346976469,58.3612044,49.40001666,53.5311882,1,0.981770833,48.49949551,7108.786346,,,
80,79,43.01646446,49.99613574,1,1.320740007,56.81356557,49.40001666,53.5311882,55,0.869791667,42.96772284,6898.64788,,,
81,49,42.28028622,49.6287968,61,1.7264281,72.99387421,49.40001663,53.53118818,1,1.0390625,51.32970478,14513.97915,,,
82,71,43.87715124,50.4355603,59,1.507413215,66.14099762,49.40001661,53.53118817,1,1.078125,53.25939291,10516.75839,,,
83,100,42.75415405,49.86360421,1,1.588453167,67.9129714,49.40001659,53.53118816,1,1.104166667,54.54585167,1931.58304,,,
84,60,42.84830346,49.91164472,59,1.425230499,61.06870892,49.40001653,53.53118812,54,1.002604167,49.52866242,13469.02475,,,
85,102,43.00487082,49.99028733,1,1.436404588,61.77239375,49.40001656,53.53118814,1,0.989583333,48.88543304,1243.118945,,,
86,93,42.69550573,49.83439481,54,1.458774087,62.28309739,49.40001659,53.53118816,1,0.924479167,45.66928619,4829.976927,,,
87,90,42.82926247,49.90210451,57,1.605142398,68.74706507,49.40001653,53.53118812,1,0.9921875,49.0140789,5954.986594,,,
88,106,42.64668625,49.810112,1,1.595691001,68.05093347,49.40001656,53.53118814,1,1.0078125,49.78595419,1638.802038,,,
89,89,43.55292998,50.26881677,52,1.215238996,52.9272189,49.40001653,53.53118812,55,0.911458333,45.02605672,6783.365586,,,
90,111,42.42177515,49.69861609,1,1.687378662,71.58159819,49.40001663,53.53118818,1,1.091145833,53.9026223,1677.53426,,,
91,63,42.67251073,49.82295352,61,1.659135649,70.79948378,49.40001662,53.53118818,1,1.0234375,50.55782951,15123.46354,,,
92,112,42.74594148,49.85951153,1,1.334835863,57.05881569,49.40001656,53.53118814,1,0.919270833,45.41199437,1465.745446,,,
93,94,42.84718734,49.91108537,54,1.238261889,53.05603913,49.40001663,53.53118818,51,0.817708333,40.39480525,6622.969712,,,
94,68,43.14621739,50.06171827,57,1.477060387,63.72956856,49.40001656,53.53118814,59,1.015625,50.17189182,14412.86164,,,
95,70,43.11085119,50.0438193,60,1.704404208,73.47831618,49.4000167,53.53118822,55,1.065104167,52.61616364,14193.78822,,,
96,103,42.6425048,49.80803348,1,1.37748155,58.73926361,49.40001655,53.53118814,1,0.872395833,43.09636859,4463.535594,,,
97,91,43.25653494,50.11766312,1,1.419598135,61.40689633,49.40001663,53.53118818,58,1.013020833,50.043246,8773.901138,,,
98,92,42.7736246,49.87331042,57,1.527763817,65.34799599,49.40001649,53.53118809,54,1.046875,51.71564226,9067.405238,,,
99,101,42.67958141,49.82647091,56,1.432967163,61.15843869,49.40001657,53.53118815,1,0.971354167,47.98491195,5863.341098,,,
100,84,43.44242539,50.21231876,60,1.496706793,65.02057319,49.40001671,53.53118823,1,1.0078125,49.78595434,10964.65996,,,
101,105,43.0275404,50.00172476,54,1.485738281,63.92766391,49.40001662,53.53118817,1,1.026041667,50.6864754,5282.647555,,,
102,80,43.18911745,50.0834537,58,1.580530907,68.26173498,49.40001658,53.53118815,55,1.03125,50.9437671,12067.81461,,,
103,78,42.53224574,49.75330244,53,1.596464511,67.9012209,49.4000166,53.53118816,59,1.083333333,53.51668463,12791.49142,,,
104,104,43.12987672,50.05344601,55,1.218222397,52.5417818,49.4000166,53.53118817,1,0.8359375,41.29532638,5851.574763,,,
105,117,42.64741927,49.81047639,1,1.593138065,67.94322701,49.4000165,53.5311881,48,0.9921875,49.01407887,2299.019248,,,
106,110,42.52267498,49.74855866,53,1.410575825,59.98145734,49.40001659,53.53118816,1,0.955729167,47.21303671,5043.960518,,,
107,124,42.56276682,49.76843783,1,1.39543831,59.3937154,49.40001663,53.53118818,1,0.890625,43.99688981,1168.312441,,,
108,122,43.2252995,50.10180551,1,1.542628441,66.68057638,49.40001664,53.53118819,1,0.9453125,46.69845323,1411.376114,,,
109,107,42.70465975,49.83895121,1,1.696379869,72.44332511,49.40001675,53.53118825,57,1.104166667,54.54585184,5898.618712,,,
110,114,42.42019023,49.69783261,54,1.418368267,60.1674517,49.40001664,53.53118819,1,0.9453125,46.69845323,3846.968959,,,
111,120,42.82438287,49.89966047,1,1.436814685,61.53070218,49.40001669,53.53118822,53,0.984375,48.62814143,3147.700159,,,
112,121,42.70349059,49.83836921,50,1.54197214,65.84759277,49.40001655,53.53118813,1,1.0078125,49.78595418,2991.768239,,,
113,108,42.42701025,49.70120422,55,1.505963554,63.89353114,49.40001663,53.53118818,54,0.953125,47.08439085,6848.431074,,,
114,113,42.70743711,49.84033383,51,1.41894728,60.59960172,49.40001662,53.53118818,55,1.028645833,50.81512125,5688.440175,,,
115,115,42.81280685,49.89386373,58,1.536034583,65.76195192,49.40001659,53.53118815,1,1.059895833,52.35887173,4776.320371,,,
116,119,42.95715276,49.96627921,1,1.441030898,61.90258442,49.40001662,53.53118817,55,0.911458333,45.0260568,4268.171009,,,
117,123,42.62962877,49.80163438,1,1.534114325,65.39872417,49.40001653,53.53118812,53,0.9765625,48.24220364,3351.134677,,,
118,118,43.16524082,50.07135335,55,1.316389443,56.82226732,49.40001644,53.53118807,1,0.895833333,44.25418138,4558.518452,,,
119,116,43.13710987,50.05710724,58,1.555645121,67.1060345,49.40001657,53.53118814,1,1.0078125,49.7859542,5059.069751,,,
120,95,42.50285936,49.73874056,59,1.769282225,75.19955358,49.4000167,53.53118822,54,1.075520833,53.13074711,11910.67933,,,
121,96,42.5253989,49.74990867,61,1.675224928,71.23960831,49.40001661,53.53118817,53,1.057291667,52.23022591,12685.75974,,,
122,109,43.42996492,50.20595876,61,1.609006709,69.87910493,49.40001657,53.53118815,55,1.0859375,53.64533049,10553.12858,,,
123,97,42.99240911,49.98401082,62,1.824188342,78.42625149,49.4000166,53.53118816,58,1.114583333,55.06043515,14255.02713,,,
124,26,42.56318244,49.76864401,66,1.68480672,71.7107358,49.40001657,53.53118814,1,1.041666667,51.45835061,34224.02476,,,
