,Seed,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times,,Actual Results EBDD Calculated,Actual Results Kannan Calculated
71,68,33.72023554,44.66742089,50,1.568188057,40.59028174,47.66664732,45,0.997222222,7812.784276,,,
72,93,33.62769426,44.62975566,50,1.311028326,40.59028173,47.66664731,47,0.891666667,5012.724801,,,
73,64,33.72848321,44.67077899,52,1.268901925,40.59028173,47.66664732,46,0.855555556,8712.949808,,,
74,92,33.74754538,44.67854103,50,1.595742556,40.5902818,47.66664735,49,1.036111111,5448.079879,,,
75,87,33.76517194,44.68571945,44,1.506482668,40.59028172,47.66664731,48,0.983333333,6190.791481,,,
76,105,33.79090895,44.69620246,49,1.356281004,40.5902818,47.66664735,1,1.041666667,3737.125881,,,
77,83,33.74861345,44.67897598,50,1.540415363,40.59028173,47.66664731,49,1.036111111,7321.816424,,,
78,98,33.76360582,44.68508161,51,1.527510308,40.59028176,47.66664733,1,0.972222222,4885.134118,,,
79,101,33.75365206,44.68102788,47,1.554241354,40.59028183,47.66664736,48,0.991666667,4396.727764,,,
80,96,33.74305867,44.67671397,1,1.687353401,40.59028173,47.66664731,45,1.072222222,5061.702626,,,
81,86,33.74116233,44.67594176,47,1.5426478,40.59028186,47.66664738,1,0.977777778,6386.905787,,,
82,77,33.69366101,44.65660224,51,1.506978379,40.59028181,47.66664735,50,1,8123.014059,,,
83,58,33.7473581,44.67846477,50,1.401414799,40.59028174,47.66664732,49,0.908333333,10132.86863,,,
84,91,33.72083126,44.66766344,51,1.572747787,40.59028181,47.66664735,43,1.027777778,6139.173509,,,
85,115,33.65668421,44.64155217,1,1.604471542,40.59028172,47.66664731,45,1.05,2690.612443,,,
86,24,33.74959548,44.67937589,56,1.842391487,40.59028172,47.66664731,50,1.147222222,15602.54418,,,
87,74,33.78511169,44.69384099,49,1.403806628,40.5902818,47.66664735,50,0.913888889,8800.67495,,,
88,108,33.67742782,44.64999462,48,1.458626818,40.59028183,47.66664736,44,0.972222222,3776.629004,,,
89,70,33.76538878,44.68580776,46,1.687613332,40.59028171,47.66664731,49,1.041666667,9362.182507,,,
90,97,33.74914436,44.67919218,51,1.639061067,40.59028177,47.66664733,48,1.077777778,5881.694382,,,
91,73,33.67702446,44.64983044,46,1.497360788,40.59028176,47.66664733,50,0.944444444,9432.313875,,,
92,53,33.7615915,44.68426124,53,1.501692544,40.59028182,47.66664736,48,0.972222222,12590.76058,,,
93,79,33.72542444,44.66953356,50,1.369674403,40.59028172,47.66664731,46,0.880555556,9331.54233,,,
94,110,33.7599489,44.68359227,51,1.363374583,40.59028186,47.66664738,45,0.947222222,4254.011461,,,
95,94,33.73740275,44.67441086,46,1.111698623,40.59028179,47.66664734,47,0.805555556,7047.228987,,,
96,81,33.76181764,44.68435334,50,1.332863048,40.59028174,47.66664732,47,0.919444444,10188.5825,,,
97,76,33.7600785,44.68364505,47,1.526079066,40.59028175,47.66664732,52,1.027777778,10614.00019,,,
98,49,33.72162657,44.66798724,53,1.564357343,40.59028166,47.66664728,53,0.991666667,15133.51199,,,
99,62,33.70489713,44.66117628,54,1.689822167,40.59028171,47.66664731,51,1.102777778,12161.08242,,,
100,113,33.68390457,44.65263084,52,1.601769061,40.59028182,47.66664736,49,1.036111111,5098.211424,,,
101,117,33.79967721,44.69977432,48,1.553850833,40.59028181,47.66664735,46,1,4255.658872,,,
102,88,33.78672212,44.69449698,43,1.472349619,40.59028179,47.66664734,50,1.033333333,9142.133454,,,
103,118,33.80576686,44.70225515,47,1.411290586,40.59028175,47.66664732,42,0.869444444,4203.2004,,,
104,95,33.76638339,44.68621285,52,1.712927813,40.59028173,47.66664732,47,1.113888889,8040.334476,,,
105,114,33.74759492,44.67856121,1,1.462271961,40.5902818,47.66664735,48,0.95,5250.075369,,,
106,99,33.70918333,44.66292122,50,1.438555446,40.59028163,47.66664727,46,1.025,7953.368493,,,
107,112,33.72949542,44.67119113,50,1.284684907,40.59028169,47.66664729,45,0.886111111,5520.575192,,,
108,78,33.74336963,44.67684059,53,1.571879318,40.59028177,47.66664734,47,1.102777778,11008.66064,,,
109,82,33.74272018,44.67657613,50,1.654256379,40.59028187,47.66664738,50,1.086111111,10694.09839,,,
110,102,33.73256524,44.67244109,50,1.497898435,40.59028177,47.66664733,48,1.005555556,7546.34933,,,
111,119,33.73349106,44.67281806,48,1.44845944,40.59028177,47.66664733,1,0.925,4300.447371,,,
112,123,33.68365228,44.65252815,47,1.438135031,40.59028174,47.66664732,46,0.938888889,3589.980678,,,
113,84,33.81287346,44.7051504,54,1.659009049,40.59028175,47.66664733,46,0.969444444,10152.01226,,,
114,103,33.71829663,44.66663148,50,1.36042879,40.59028165,47.66664728,45,0.872222222,7741.788186,,,
115,106,33.67491191,44.6489706,45,1.708709811,40.59028179,47.66664735,51,1.036111111,7050.314358,,,
116,116,33.79478394,44.69778096,50,1.536004959,40.59028177,47.66664733,54,0.975,5320.745213,,,
117,109,33.70262426,44.660251,48,1.604972263,40.59028178,47.66664734,49,1.072222222,6644.819227,,,
118,90,33.63999568,44.63476102,53,1.623850567,40.59028175,47.66664733,42,1.027777778,9645.189934,,,
119,107,33.74282878,44.67662035,53,1.668410158,40.5902817,47.6666473,53,1.119444444,7137.56021,,,
120,120,33.70593792,44.66159999,51,1.501326134,40.59028172,47.66664731,51,1.002777778,4529.070462,,,
121,122,33.64270229,44.63586238,52,1.477585461,40.5902818,47.66664735,47,0.933333333,4374.852406,,,
122,124,33.72118997,44.66780948,52,1.402264891,40.59028181,47.66664735,45,0.897222222,4231.327523,,,
123,121,33.67296889,44.64817977,54,1.594436603,40.59028181,47.66664735,46,1.013888889,5013.190058,,,
124,111,33.75546056,44.68176438,52,1.606098767,40.59028174,47.66664732,50,1.1,7060.638771,,,
