,Seed,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times,,Actual Results EBDD Calculated,Actual Results Kannan Calculated
108,125,43.00652416,49.99112124,1,1.592623207,49.40001657,53.53118814,1,1.078125,1541.339206,,,
109,126,42.99105256,49.98332824,1,1.382257391,49.40001658,53.53118815,1,0.924479167,1601.497113,,,
110,128,43.01661087,49.99620961,1,1.693842654,49.40001651,53.53118811,1,1.075520833,1445.137196,,,
111,97,42.98682072,49.98119907,1,1.676317215,49.40001661,53.53118817,57,1.114583333,7849.51818,,,
112,76,43.02116402,49.99850697,57,1.621419606,49.40001679,53.53118828,58,1.044270833,12416.67126,,,
113,109,43.00968344,49.99271483,56,1.662160129,49.40001655,53.53118813,1,1.0859375,4913.860153,,,
114,121,43.00775307,49.99174111,1,1.65038903,49.40001657,53.53118814,1,1.0078125,3394.769993,,,
115,119,43.06590795,50.02109868,50,1.318417146,49.40001669,53.53118822,1,0.911458333,4235.131693,,,
116,132,43.00525514,49.99048117,1,1.359193011,49.40001668,53.53118821,1,0.950520833,1538.452443,,,
117,39,43.01114009,49.99344963,62,1.668152528,49.40001671,53.53118823,1,1.0234375,23401.33022,,,
118,134,43.03042633,50.00318131,1,1.816238163,49.40001657,53.53118814,1,1.1875,1772.104271,,,
119,131,43.01129395,49.99352725,1,1.426442771,49.4000166,53.53118816,1,1.018229167,2945.221399,,,
120,107,42.98810959,49.98184752,57,1.527577865,49.40001663,53.53118818,1,1.104166667,6997.410856,,,
121,111,43.00887874,49.99230891,1,1.614003577,49.40001658,53.53118815,56,1.091145833,6965.964294,,,
122,117,43.00925167,49.99249703,57,1.641870526,49.40001665,53.53118819,1,0.9921875,5869.523448,,,
123,136,43.0250733,50.00047969,1,1.392751346,49.40001661,53.53118817,1,0.9609375,2440.099212,,,
124,68,43.02172888,49.998792,60,1.663439734,49.40001661,53.53118817,56,1.015625,17382.76472,,,
125,115,42.97307176,49.97428326,56,1.680212735,49.40001653,53.53118812,1,1.059895833,6449.569215,,,
126,123,43.02579007,50.00084141,56,1.442031494,49.40001659,53.53118816,1,0.9765625,5692.449406,,,
127,120,42.96873141,49.97210059,1,1.48916797,49.40001662,53.53118818,56,0.984375,6536.850269,,,
128,149,43.01580781,49.99580445,1,1.582435204,49.40001658,53.53118815,1,1.096354167,1507.490006,,,
129,127,42.98543194,49.98050039,1,1.550211016,49.40001668,53.53118821,56,1.046875,6562.254369,,,
130,106,42.99464384,49.98513533,59,1.640338001,49.40001662,53.53118818,1,1.0078125,9906.109877,,,
131,133,42.99033746,49.98296844,55,1.492953458,49.40001659,53.53118816,1,1.067708333,5193.580583,,,
132,137,42.9556105,49.96550395,53,1.592354447,49.40001662,53.53118818,1,1.018229167,4760.35447,,,
133,145,42.95553565,49.96546633,48,1.197100114,49.4000166,53.53118816,1,0.796875,2722.421686,,,
134,151,43.07034772,50.0233419,1,1.663061861,49.40001661,53.53118817,1,1.1015625,1734.359703,,,
135,124,43.00915343,49.99244747,50,1.467937773,49.40001661,53.53118817,54,0.890625,7621.555263,,,
136,130,42.98177911,49.9786628,54,1.322228359,49.40001667,53.53118821,52,0.966145833,7037.631351,,,
137,152,43.09569886,50.03615602,1,1.503869246,49.40001666,53.5311882,1,0.994791667,1822.137618,,,
138,142,43.0144015,49.99509495,54,1.474792704,49.4000167,53.53118823,1,0.942708333,4902.52665,,,
139,144,43.03872472,50.00737022,54,1.391718285,49.40001667,53.5311882,1,0.955729167,4836.464185,,,
140,157,42.98509975,49.98033327,1,1.672720036,49.40001662,53.53118818,1,1.096354167,1872.497228,,,
141,159,42.96266075,49.96904822,1,1.52413225,49.4000166,53.53118817,1,1.111979167,1863.636395,,,
142,148,43.02789846,50.00190547,1,1.562419046,49.40001653,53.53118812,53,0.997395833,4848.229641,,,
143,102,42.99658001,49.98610965,56,1.389708349,49.40001663,53.53118818,58,0.989583333,13995.55157,,,
144,143,43.02226312,49.99906158,53,1.351443624,49.40001654,53.53118813,1,0.9296875,5962.212941,,,
145,155,42.97366522,49.97458173,1,1.404561053,49.40001662,53.53118818,1,0.96875,3023.179457,,,
146,129,42.96789816,49.97168159,58,1.373105941,49.40001664,53.53118818,52,0.981770833,10097.32992,,,
147,138,43.00687155,49.99129646,57,1.609477314,49.40001668,53.53118821,1,1.171875,8273.913384,,,
148,165,42.96455313,49.96999967,1,1.441468645,49.40001667,53.5311882,1,0.947916667,1957.043323,,,
149,166,43.0276455,50.0017778,1,1.701342975,49.40001644,53.53118807,1,1.106770833,1832.653404,,,
150,164,43.00185713,49.98876738,1,1.528988163,49.40001663,53.53118818,1,1.083333333,2336.783389,,,
151,167,42.94941955,49.96239224,1,1.502169762,49.40001665,53.53118819,1,0.984375,2262.831371,,,
152,161,42.98861199,49.98210029,1,1.356937079,49.4000166,53.53118817,49,0.8828125,3486.160834,,,
153,153,42.99021672,49.98290769,54,1.341321231,49.40001657,53.53118815,1,0.927083333,5929.627349,,,
154,172,43.02743662,50.00167238,1,1.384220247,49.40001664,53.53118818,1,0.916666667,2241.298512,,,
155,173,43.00783309,49.99178147,1,1.622675829,49.40001677,53.53118827,1,1.03125,2445.04765,,,
156,156,42.99081099,49.9832067,1,1.588079656,49.40001664,53.53118819,55,0.966145833,6862.797957,,,
157,154,42.97677619,49.97614635,57,1.634131259,49.40001664,53.53118819,1,1.046875,7112.360676,,,
158,175,43.0618746,50.01906105,1,1.571273479,49.40001665,53.53118819,1,1.065104167,2627.18086,,,
159,116,42.98450993,49.98003655,61,1.677131975,49.4000168,53.53118829,1,1.0078125,15823.51694,,,
160,147,42.99614634,49.98589142,55,1.394093035,49.40001661,53.53118817,53,0.927083333,10022.84213,,,
161,140,42.97951405,49.97752344,60,1.367158475,49.4000166,53.53118816,1,0.880208333,11706.37146,,,
162,139,43.0077135,49.99172115,60,1.721426079,49.40001671,53.53118823,1,1.182291667,12475.21795,,,
163,181,42.96364603,49.96954359,1,1.528421708,49.40001666,53.5311882,1,1.075520833,1773.931786,,,
164,141,43.08254459,50.02950587,58,1.592817525,49.40001671,53.53118823,55,1.0859375,12603.01163,,,
165,183,42.99427905,49.98495176,1,1.589956818,49.40001675,53.53118825,1,1.033854167,1912.440718,,,
166,180,43.03245865,50.00420711,1,1.359405106,49.40001658,53.53118815,1,0.984375,2694.651172,,,
167,168,43.02819247,50.00205386,54,1.437132968,49.40001657,53.53118814,1,0.981770833,6737.30628,,,
168,146,42.96609927,49.97077707,55,1.579324607,49.40001661,53.53118817,58,1.1328125,12291.41421,,,
169,171,42.97629513,49.9759044,56,1.525338631,49.40001659,53.53118816,1,1.0703125,6375.169707,,,
170,170,43.02662839,50.00126449,55,1.38595149,49.40001669,53.53118822,1,0.940104167,6657.159464,,,
171,150,42.99861202,49.98713227,54,1.524947835,49.40001666,53.5311882,58,1.078125,11924.12518,,,
172,188,43.02211768,49.99898819,1,1.46713779,49.40001661,53.53118817,1,0.966145833,1718.628341,,,
173,169,43.03248195,50.00421887,58,1.634171722,49.40001653,53.53118812,1,1,7696.795053,,,
174,186,43.02958471,50.00275653,1,1.285051382,49.40001666,53.5311882,1,0.872395833,2464.438498,,,
175,190,43.0499489,50.01303756,1,1.30603597,49.4000166,53.53118816,1,0.893229167,2031.73839,,,
176,174,43.04215336,50.00910123,57,1.536893489,49.40001656,53.53118814,1,0.997395833,7407.077329,,,
177,160,42.98070448,49.97812224,55,1.623036307,49.40001673,53.53118824,57,1.020833333,11144.55425,,,
178,196,43.01344158,49.99461067,1,1.858149273,49.4000166,53.53118816,1,1.2109375,1536.411597,,,
179,191,43.01865131,49.99723911,1,1.228396122,49.40001671,53.53118823,1,0.84375,2852.4199,,,
180,185,43.03250853,50.00423229,54,1.370669929,49.40001656,53.53118814,1,0.947916667,5093.90668,,,
181,199,43.01826309,49.99704323,1,1.516039172,49.40001661,53.53118817,1,0.950520833,1552.012318,,,
182,198,43.02850159,50.00220987,1,1.389462741,49.40001667,53.5311882,1,0.859375,2251.348479,,,
183,182,42.97583619,49.97567358,1,1.609698101,49.40001678,53.53118827,56,1.044270833,6324.489953,,,
184,163,43.02458999,50.00023579,60,1.545582988,49.40001652,53.53118812,1,0.921875,12014.75816,,,
185,176,43.07660144,50.0265021,59,1.662622078,49.40001662,53.53118818,1,1.0234375,9780.793442,,,
186,197,43.0210535,49.9984512,1,1.46849454,49.40001663,53.53118818,52,0.984375,3880.238428,,,
187,189,43.01945782,49.99764605,56,1.484702423,49.40001666,53.5311882,1,0.953125,5454.947669,,,
188,162,42.95035002,49.96285988,1,1.767502854,49.4000167,53.53118822,60,1.1953125,13245.77844,,,
189,195,43.02286604,49.99936583,1,1.504323052,49.40001655,53.53118813,55,0.919270833,4546.268306,,,
190,158,43.00497735,49.99034106,62,1.803229068,49.40001659,53.53118816,1,1.046875,14901.23546,,,
191,184,42.97972394,49.97762902,59,1.587333654,49.40001657,53.53118814,1,1.1484375,7884.010448,,,
192,192,43.07264018,50.02450029,58,1.589317113,49.4000166,53.53118816,1,1.1328125,6056.134571,,,
193,193,43.00336468,49.9895277,58,1.491902624,49.40001667,53.53118821,1,1.096354167,5984.553684,,,
194,194,43.03806278,50.00703604,1,1.630244612,49.40001661,53.53118817,59,1.072916667,6003.677527,,,
195,177,43.0384048,50.00720871,61,1.606078667,49.40001668,53.53118821,1,1.106770833,10684.42761,,,
196,187,42.98855951,49.98207388,59,1.395052276,49.40001662,53.53118818,1,0.997395833,7760.134717,,,
197,135,42.97143628,49.97346078,63,1.723987912,49.40001667,53.53118821,1,1.1484375,21791.63157,,,
198,179,43.0330673,50.00451433,59,1.528420086,49.40001669,53.53118821,48,1.026041667,10203.7632,,,
199,178,43.00400938,49.98985285,59,1.578830917,49.40001652,53.53118812,55,0.953125,10769.49096,,,
