,Seed,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times
0,4,43.02518155931679,50.0005343248689,1,1.61796192520990,49.400016583513946,53.5311881531647,1,1.0937500000000002,951.1865265369415
1,16,42.986475993178864,49.9810256397979,1,1.32997288299987,49.400016631444686,53.5311881821358,1,0.8880208333333335,1101.0888841152191
2,7,43.02284854968323,49.9993570011856,1,1.42757301819216,49.40001660436051,53.5311881657651,1,0.9453125000000001,1140.5320625305176
3,10,43.06834801655967,50.0223315061357,1,1.26365470341210,49.400016660099006,53.5311881994555,1,0.8958333333333335,1194.0119309425354
4,2,43.01645851047853,49.9961327400135,1,1.38978672732981,49.400016684078025,53.5311882139492,1,0.9010416666666669,1246.5219333171844
5,5,43.04493733950475,50.0105068893441,1,1.68447918622599,49.400016638624166,53.5311881864754,1,1.0677083333333335,1292.130027294159
6,9,43.10212947243573,50.0394079054984,1,1.37481507623068,49.40001658662481,53.5311881550450,1,0.9192708333333335,1334.6909034252167
7,18,42.989513680389514,49.9825539559465,1,1.66889194520752,49.400016584050974,53.5311881534894,1,1.1197916666666667,1416.2824692726135
8,0,43.0078806019514,49.9918054327508,1,1.40884611675455,49.40001663499497,53.5311881842817,1,0.9244791666666669,1787.853259563446
9,12,43.068413872781676,50.0223647806324,1,1.51212423662400,49.400016578440635,53.5311881500982,49,0.9609375000000001,2124.4343605041504
10,17,42.96791644052993,49.9716907878857,50,1.53417244569903,49.400016677922636,53.5311882102287,1,1.0442708333333335,2405.826913833618
11,6,42.96367243249519,49.9695568656008,52,1.39808033820685,49.40001656705006,53.5311881432134,1,0.9453125000000001,2902.5277230739594
12,11,42.98741190486862,49.9814965003955,1,1.57571934695461,49.40001660362794,53.5311881653223,52,0.9713541666666669,3204.582845687866
13,21,43.0154347519164,49.9956162291274,1,1.39467496746931,49.4000166769012,53.5311882096113,1,0.9765625000000001,2103.8319439888
14,26,42.97190557963198,49.9736967893180,1,1.50086730496832,49.40001657352367,53.5311881471263,1,1.0416666666666667,2109.2551498413086
15,14,42.963153690449936,49.9692960550696,1,1.38143926222423,49.40001656529929,53.5311881421552,53,0.8932291666666669,3501.0169525146484
16,1,43.01395636838982,49.9948703749266,53,1.55844730188429,49.40001663766523,53.5311881858957,1,1.0572916666666667,3518.0650305747986
17,19,43.00314385045272,49.9894163206658,1,1.63835411316859,49.40001665821302,53.5311881983155,51,0.9713541666666669,3736.5595672130585
18,15,43.00817042620604,49.9919516238748,1,1.38450764780598,49.400016688157095,53.5311882164147,53,0.9557291666666669,3905.433106660843
19,13,43.0106616359233,49.9932082710512,1,1.46090238383053,49.400016722766,53.5311882373336,55,0.8750000000000001,4056.698470592499
20,24,43.05355465006428,50.0148585558808,54,1.79801352615505,49.400016572483274,53.5311881464974,1,1.2057291666666667,3336.6758348941803
21,30,42.9952459740682,49.9854383291517,1,1.59244462489730,49.400016615770284,53.5311881726616,1,1.0156250000000002,2201.143221139908
22,20,43.02139670885008,49.9986243866889,53,1.53542782364082,49.400016556025165,53.5311881365496,1,1.0807291666666667,3706.940936088562
23,34,43.087950571867125,50.0322385745039,1,1.70964114038645,49.40001657028453,53.5311881451684,1,1.1666666666666667,1656.014975309372
24,3,42.996326402642474,49.9859820301741,52,1.38291706518970,49.40001661393002,53.5311881715493,54,0.9140625000000001,5304.300534486771
25,38,43.02412460052957,50.0000009345797,1,1.61978013411704,49.40001652485038,53.5311881177064,1,1.0390625000000002,1639.0456266403198
26,22,42.997595748155156,49.9866208201674,54,1.63583117096744,49.4000167153061,53.5311882328246,1,1.0494791666666667,4622.33305311203
27,40,43.01308620193778,49.9944313845687,1,1.42099550700289,49.400016613076744,53.5311881710336,1,0.9270833333333335,1216.396180152893
28,27,42.99282756606238,49.9842213796172,1,1.61728938701179,49.40001665563162,53.5311881967553,54,1.1666666666666667,4764.413913488388
29,41,43.04763417786134,50.0118686571479,1,1.28828287842930,49.4000166412725,53.5311881880761,1,0.8671875000000001,1659.4259104728699
30,25,43.01468396847317,49.9952374501170,57,1.23953012282004,49.40001660978086,53.5311881690414,1,0.9166666666666669,5252.191721916199
31,43,43.01093151191064,49.9933444104996,1,1.66010974295574,49.40001669053294,53.5311882178507,1,1.1640625000000002,1697.935814857483
32,44,42.96371865759107,49.9695801066057,1,1.38189777623796,49.40001662662075,53.5311881792201,1,0.9479166666666669,1597.1354837417603
33,28,42.95064914089418,49.9630102173185,1,1.64979041083279,49.400016658827674,53.5311881986870,1,1.0494791666666667,5339.397933721542
34,48,43.062293583698356,50.0192727049933,1,1.43009423521210,49.400016651809004,53.5311881944447,1,1.0468750000000002,1182.9400153160095
35,8,42.995765048231675,49.9856995393429,59,1.49484195998195,49.40001663043538,53.5311881815257,1,0.9947916666666669,7613.098965167999
36,37,42.99964329123646,49.9876512805361,52,1.64829939863552,49.400016647760424,53.5311881919976,1,1.0677083333333335,3899.937048435211
37,32,43.03736172828486,50.0066821323733,57,1.42253676044447,49.400016584302556,53.5311881536415,1,0.9375000000000001,5524.048181772232
38,52,43.01260554378286,49.9941889018433,1,1.51722178498946,49.40001667496957,53.5311882084438,1,1.0546875000000002,1896.8968043327332
39,31,42.99671151778006,49.9861758345201,54,1.41066453439609,49.4000165102874,53.5311881089041,53,0.9401041666666669,6606.3121864795685
40,36,43.04763217790227,50.0118676472313,58,1.43432216929597,49.400016583456335,53.5311881531299,1,0.9869791666666669,6089.849222898483
41,58,42.98143016436691,49.9784872756510,1,1.53686259961512,49.400016608809395,53.5311881684542,1,0.9505208333333335,1236.2263174057007
42,56,42.98819892803222,49.9818924641012,1,1.61425332135821,49.400016680090566,53.5311882115390,1,1.0052083333333335,2658.6348843574524
43,33,43.05408380068135,50.0151258062697,57,1.64495208128005,49.40001666550172,53.5311882027211,1,1.0546875000000002,7130.7558760643005
44,50,43.02399553421497,49.9999358028217,56,1.46548058430852,49.400016531747205,53.5311881218752,1,0.9687500000000001,3872.9819498062134
45,23,43.00834141183071,49.9920378718006,60,1.49500668466840,49.40001665146589,53.5311881942373,1,0.9609375000000001,10148.567460536957
46,54,43.006905732834056,49.9913137047341,1,1.29486162852371,49.400016584427355,53.5311881537169,52,0.8723958333333335,4005.4108226299286
47,46,43.06273695718486,50.0194966872712,57,1.23341781052073,49.400016488420306,53.5311880956868,48,0.8750000000000001,5608.4634578228
48,63,43.0047738579179,49.9902384246556,1,1.48426384769436,49.400016539310315,53.5311881264465,1,1.0234375000000002,1418.2252984046936
49,53,43.015447519209914,49.9956226704444,54,1.37057862415290,49.400016620831074,53.5311881757205,1,0.9531250000000001,5035.474330186844
50,57,42.976172673230465,49.9758428105755,1,1.39592712095335,49.40001661163781,53.5311881701638,50,0.9192708333333335,3488.0894696712494
51,64,43.00790275909047,49.9918166090583,1,1.35866382960728,49.400016691420014,53.5311882183869,47,0.8671875000000001,1805.1128060817719
52,45,42.97494750215785,49.9752266173365,58,1.79778662821644,49.40001657736958,53.5311881494509,1,1.1718750000000002,6933.2016525268555
