,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times
0,43.0822470253416,50.0293554643114,0,1.28602483495354,49.400016586271875,53.5311881548318,0,0.8489583333333335,1291.2200148105621
1,42.70235178772,49.8378023310194,0,1.21947458219150,49.400016594437986,53.5311881597676,0,0.8177083333333335,1347.814260005951
2,42.475712037799624,49.7252976596669,0,1.47435674738820,49.400016680113104,53.5311882115527,0,0.9114583333333335,1357.3280386924744
3,43.387392225405854,50.1842454055488,0,1.41910472385555,49.400016686181395,53.5311882152205,0,0.9661458333333335,1410.7026748657227
4,43.01157282861253,49.9936679280123,0,1.31106572087930,49.40001665281666,53.5311881950538,0,0.9062500000000001,1423.3982934951782
5,42.95403030499226,49.9647096592235,0,1.46460979443293,49.40001658890456,53.5311881564230,0,1.0468750000000002,1631.5022282600403
6,41.77259237842864,49.3814920901063,0,1.68362926014629,49.40001661907268,53.5311881746577,0,1.0442708333333335,1782.4155099391937
7,41.918565651590654,49.4518610263361,0,1.58356734230341,49.40001656267432,53.5311881405685,47,0.8697916666666667,2028.670189857483
8,42.95183458472083,49.9636060273432,0,1.53924787130859,49.40001662630278,53.5311881790279,0,1.0598958333333335,1233.0705752372742
9,43.233191044128745,50.1058105966663,51,1.51999111177659,49.40001656775168,53.5311881436375,0,1.0833333333333335,2933.8678193092346
10,43.19079981672875,50.0843066038124,54,1.38977075023131,49.400016562461104,53.5311881404397,0,1.0078125000000002,3243.7059926986694
11,42.80162379596619,49.8872760525617,0,1.43847402516269,49.400016618026626,53.5311881740254,56,0.9687500000000001,3384.3182792663574
12,42.722718649993084,49.8479429277006,56,1.56647740833151,49.400016639622514,53.5311881870787,0,1.0130208333333335,3443.78227186203
13,43.09384553435558,50.0352189240384,53,1.58724867203239,49.40001658670147,53.5311881550914,0,1.0312500000000002,3447.340395927429
14,43.3257017134222,50.1528263993652,55,1.39771555289907,49.40001655330095,53.5311881349030,0,0.9244791666666669,3567.311680316925
15,42.90554204500332,49.9403537418310,57,1.64118349857625,49.40001674901792,53.5311882532012,0,0.9921875000000001,3629.19198012352
16,43.201492171893236,50.0897281869863,53,1.56127671526855,49.40001657095788,53.5311881455754,0,1.1067708333333335,3801.637703895569
17,42.652456488188896,49.8129806191077,55,1.38940255681916,49.40001669327688,53.5311882195093,52,0.9817708333333335,4590.706744432449
18,42.57336639526777,49.7736968193234,57,1.59649589998219,49.40001666274112,53.5311882010525,0,0.9921875000000001,4687.067698478699
19,42.77457885041994,49.8737862328564,57,1.60491627088504,49.40001660986654,53.5311881690932,0,1.0572916666666667,4756.482390403748
20,42.74513745557961,49.8591108949909,58,1.50649853792663,49.400016632557126,53.5311881828082,0,0.9973958333333335,4977.746088504791
21,43.1881143482736,50.0829451828582,59,1.63434740713404,49.4000166363165,53.5311881850805,0,1.0234375000000002,5174.827892303467
22,42.84609581360793,49.9105383522397,60,1.65479755730161,49.40001665108591,53.5311881940076,0,1.1145833333333335,6000.064523458481
23,42.962778801058825,49.9691075723958,,1.78688530706555,49.40001655404988,53.5311881353556,0,1.0755208333333335,6174.096225500107
24,42.71743627402737,49.8453123738104,,1.70305496218742,49.40001657748027,53.5311881495178,0,1.0651041666666667,6509.872762203217
