,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times
0,42.76439975149123,49.8687112062574,0,1.52240416172606,49.40001649370144,53.5311880988789,0,1.1119791666666667,1008.8094062805176
1,43.01130467370024,49.9935326543478,0,1.32660639083193,49.40001669116874,53.5311882182350,0,0.9375000000000001,1329.2697358131409
2,42.33443386251637,49.6554868921646,0,1.61037667016512,49.40001645065824,53.5311880728621,0,1.0416666666666667,1339.1902120113373
3,42.461148191240646,49.7180896423272,0,1.28042375665868,49.400016647400925,53.5311881917803,0,0.8750000000000001,1354.8957307338715
4,43.126224764880746,50.0515977690450,0,1.41630240255705,49.40001672066337,53.5311882360626,0,0.9869791666666669,1373.8040101528168
5,42.795670342304,49.8843057752560,0,1.37629046273105,49.40001667517293,53.5311882085667,0,0.9166666666666669,1477.3851034641266
6,43.69223423109958,50.3402814371146,0,1.43401340002271,49.400016574448856,53.5311881476855,0,1.0390625000000002,1688.847009897232
7,43.22909210383374,50.1037302076830,0,1.36287337468298,49.40001656812716,53.5311881438644,0,0.9401041666666669,1778.8775734901428
8,43.30283426937515,50.1411935393601,0,1.50513774981138,49.400016377323674,53.5311880285361,0,1.0390625000000002,1853.2901091575623
9,42.51752262424657,49.7460053419147,0,1.74381182009574,49.40001658509005,53.5311881541174,0,1.1666666666666667,1937.6793711185455
10,42.846349496942764,49.9106654829355,0,1.41676875057064,49.40001661053243,53.5311881694957,0,1.0104166666666667,1052.0002536773682
11,43.034754996607546,50.0053662379316,0,1.54762172731262,49.40001662597204,53.5311881788279,0,1.0677083333333335,2543.237714767456
12,43.178581765399436,50.0781133762483,0,1.27879647136001,49.40001657784598,53.5311881497388,0,0.8723958333333335,1227.7255494594574
13,42.75414825122314,49.8636013204558,49,1.42639224157426,49.40001677231092,53.5311882672803,0,0.9270833333333335,3049.5745084285736
14,42.689162282683526,49.8312379635855,0,1.47712748576794,49.400016562731864,53.5311881406033,0,0.9531250000000001,1800.016709804535
