,Seed,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times,,Actual Results EBDD Calculated,Actual Results Kannan Calculated
25,28,33.99718045,35.27089491,48,1.819938304,43.07452593,41.0599442,44,1.109567901,355.5273056,,,
26,0,33.97462927,35.25851516,51,1.527757388,43.0745258,41.05994411,44,0.951774691,605.8762531,,,
27,36,33.96478991,35.25311535,37,1.279002315,43.07452599,41.05994425,45,0.954089506,225.6846085,,,
28,1,33.88883092,35.21146247,42,1.402635758,43.07452581,41.05994412,45,1.00308642,639.1091995,,,
29,32,33.9372288,35.23799513,52,1.432010152,43.07452597,41.05994423,39,0.911265432,374.8813062,,,
30,10,34.15730353,35.3597031,50,1.259843368,43.07452585,41.05994415,42,0.874228395,659.9509869,,,
31,20,34.0412105,35.29527886,49,1.443026713,43.0745259,41.05994418,46,0.975308642,696.6009629,,,
32,41,34.02480854,35.28618803,41,1.206392682,43.07452584,41.05994414,33,0.749228395,224.0818844,,,
33,38,34.11176114,35.33441342,46,1.681684155,43.07452591,41.05994419,34,1.079089506,250.1152914,,,
34,37,33.94973,35.24485242,45,1.622975956,43.07452595,41.05994422,41,1.075617284,260.0484524,,,
35,42,33.93367973,35.23604865,37,1.453097517,43.07452601,41.05994426,38,0.93904321,244.2233267,,,
36,40,33.97909156,35.26096438,45,1.492071119,43.07452597,41.05994423,43,1,265.3371432,,,
37,18,33.87360778,35.2031218,52,1.692133156,43.07452597,41.05994423,38,0.989969136,748.8751779,,,
38,27,33.82404955,35.17598554,55,1.744448942,43.07452585,41.05994414,46,1.170524691,561.2592566,,,
39,45,34.17335082,35.36861922,42,1.616094527,43.07452577,41.05994409,49,1.06558642,297.5169258,,,
40,48,33.98854557,35.26615408,39,1.420335949,43.07452597,41.05994423,45,0.956790123,249.8074789,,,
41,46,33.98598369,35.26474767,44,1.38491965,43.07452597,41.05994423,40,0.872685185,257.957725,,,
42,44,33.91087885,35.22354661,49,1.56129695,43.07452589,41.05994418,46,0.941358025,338.0919535,,,
43,24,34.08001839,35.31679931,55,1.755574631,43.0745259,41.05994418,47,1.191743827,662.5123966,,,
44,53,34.05242722,35.30149736,45,1.486603367,43.07452582,41.05994412,43,0.922067901,249.1768465,,,
45,43,34.05201559,35.30126913,44,1.412343973,43.07452578,41.0599441,41,1.06404321,418.651006,,,
46,58,33.98666074,35.26511935,42,1.401103264,43.07452594,41.05994421,29,0.978395062,205.8431854,,,
47,52,33.94602452,35.24281968,43,1.521580187,43.07452589,41.05994417,43,1.055169753,290.3543117,,,
48,54,34.10013689,35.3279619,48,1.452099081,43.07452579,41.0599441,40,1.024691358,297.4045725,,,
49,66,33.93108638,35.23462641,27,1.141509489,43.07452587,41.05994416,36,0.800154321,188.4673519,,,
50,65,33.98858131,35.2661737,39,1.255696713,43.07452588,41.05994417,37,0.850308642,206.8011942,,,
51,47,34.04351317,35.29655535,47,1.448108924,43.07452584,41.05994414,35,0.942901235,466.1470525,,,
52,56,33.9348226,35.23667544,49,1.93304766,43.07452594,41.05994421,46,1.165895062,333.8512628,,,
53,64,33.99002153,35.26696438,37,1.104990199,43.07452594,41.05994421,39,0.807484568,239.3376372,,,
54,63,34.11065537,35.33379966,49,1.657720702,43.07452586,41.05994415,46,1.076388889,298.2194657,,,
55,62,33.90910108,35.22257206,51,1.765956672,43.07452604,41.05994428,44,1.176311728,331.7239113,,,
56,57,33.89919385,35.21714162,53,1.623943848,43.07452589,41.05994417,42,0.916280864,414.4329028,,,
57,61,33.96357413,35.2524482,43,1.552363576,43.07452603,41.05994428,38,0.980324074,417.9718306,,,
58,72,33.91581741,35.22625404,45,1.164655578,43.07452598,41.05994424,35,0.831790123,212.0891876,,,
59,71,34.16210784,35.36237217,48,1.631155637,43.07452593,41.0599442,42,1.023919753,248.4807849,,,
60,67,34.07287477,35.31283674,48,1.447001601,43.07452593,41.05994421,44,0.910493827,308.3703039,,,
61,34,34.06906419,35.31072322,43,1.596017871,43.07452577,41.05994409,51,1.092978395,839.0221322,,,
62,35,34.01280637,35.27953755,49,1.742829861,43.07452586,41.05994415,48,1.056712963,849.1191998,,,
63,70,34.20060988,35.38377085,40,1.544902975,43.07452591,41.05994419,48,1.041280864,302.6816599,,,
64,68,34.09609666,35.32571988,50,1.703061064,43.07452596,41.05994423,37,1.06095679,339.5730929,,,
65,39,34.07891099,35.316185,53,1.586091861,43.07452592,41.05994419,47,1.047453704,805.1091149,,,
66,74,34.07667461,35.31494445,35,1.344028887,43.07452596,41.05994422,32,0.886188272,235.1064184,,,
67,50,34.04247607,35.29598042,42,1.514875226,43.07452587,41.05994416,46,1.016589506,683.6249468,,,
68,51,34.02247895,35.28489707,39,1.112898399,43.07452584,41.05994414,38,0.78125,684.0422938,,,
69,59,33.92127478,35.22924618,48,1.348517861,43.07452591,41.05994419,48,0.984182099,585.0921996,,,
70,69,33.87024496,35.20127965,45,1.41122427,43.07452595,41.05994422,35,0.783950617,412.1582756,,,
71,77,34.08226864,35.31804764,44,1.397355471,43.07452592,41.0599442,43,0.853780864,267.9624994,,,
72,78,33.82648819,35.17732026,45,1.498186872,43.07452586,41.05994415,34,0.954475309,267.6555991,,,
73,83,34.08760767,35.32100967,42,1.669072521,43.07452587,41.05994416,38,1.06867284,249.0700824,,,
74,79,34.03106475,35.28965522,46,1.476505679,43.07452593,41.0599442,43,1.012345679,314.0239379,,,
75,75,33.8677778,35.19992821,44,1.651053207,43.074526,41.05994425,48,1.072145062,414.7412009,,,
76,73,33.97203421,35.25709091,50,1.426589607,43.07452588,41.05994417,40,0.892361111,437.6529281,,,
77,76,34.07268788,35.31273307,51,1.53719632,43.07452596,41.05994423,43,1.005787037,427.8335366,,,
78,85,34.20977324,35.3888659,42,1.055838492,43.07452592,41.05994419,32,0.804783951,300.7601242,,,
79,81,34.12014574,35.33906779,32,1.326382897,43.07452584,41.05994414,35,0.913194444,352.4429564,,,
80,84,34.05055733,35.30046061,47,1.399239248,43.07452598,41.05994424,48,0.96257716,359.7622178,,,
81,87,34.20314218,35.38517878,45,1.565905877,43.07452588,41.05994417,46,1.075231481,321.709439,,,
82,60,33.9970617,35.27082971,38,1.669356519,43.07452588,41.05994417,38,1.049768519,839.9781654,,,
83,94,34.07576862,35.3144419,43,1.275291652,43.07452588,41.05994417,43,0.799768519,260.1540453,,,
84,82,34.01557237,35.28107008,50,1.821418843,43.07452587,41.05994416,48,1.103395062,428.1160131,,,
85,49,34.01765301,35.28222292,53,1.846694606,43.07452588,41.05994417,45,1.081018519,1027.626482,,,
86,90,34.03057543,35.28938403,47,1.609998331,43.07452585,41.05994415,45,1.029320988,351.4088295,,,
87,80,33.99194738,35.2680217,46,1.675319662,43.07452584,41.05994414,46,1.042824074,507.563849,,,
88,55,33.91391009,35.22520838,49,1.399400299,43.07452583,41.05994413,41,0.93595679,949.4159856,,,
89,96,34.17504795,35.36956233,34,1.637550816,43.0745258,41.05994411,46,1.051697531,286.1090472,,,
90,89,33.96984894,35.25589161,50,1.443889475,43.07452594,41.05994421,42,1.078317901,387.6413455,,,
91,102,34.02768852,35.28778406,42,1.381291752,43.07452597,41.05994423,34,0.927083333,200.2865293,,,
92,88,34.11569873,35.33659913,52,1.733461943,43.07452587,41.05994416,45,1.146990741,459.6676915,,,
93,99,33.98795405,35.26582934,41,1.434272024,43.07452599,41.05994424,46,1.005015432,263.0751739,,,
94,95,34.11217,35.33464037,48,1.651594187,43.07452591,41.05994419,50,1.09220679,424.315423,,,
95,101,33.99066184,35.26731591,41,1.374780584,43.07452589,41.05994417,45,0.946759259,294.8021009,,,
96,98,34.12017752,35.33908543,43,1.474181118,43.07452598,41.05994424,49,1.023919753,336.7735209,,,
97,105,34.02209247,35.28468291,40,1.218967326,43.07452593,41.0599442,43,0.834104938,261.8208656,,,
98,104,33.96046128,35.25074012,42,1.24674446,43.07452595,41.05994422,39,0.896604938,275.4829857,,,
99,91,33.99227454,35.26820131,44,1.468027674,43.0745258,41.05994411,40,1.117283951,535.7848125,,,
100,97,33.91270683,35.22454872,54,1.813046366,43.07452588,41.05994417,36,1.121141975,424.4489982,,,
101,86,34.06721603,35.3096982,47,1.466852598,43.07452591,41.05994419,37,0.985725309,661.1879117,,,
102,107,34.01203452,35.27910992,47,1.546876964,43.07452586,41.05994415,42,1.012345679,292.5352335,,,
103,93,34.0184145,35.28264486,45,1.44195083,43.07452588,41.05994417,47,0.959490741,560.6179025,,,
104,92,33.96630608,35.25394735,43,1.310337066,43.07452588,41.05994416,42,0.947145062,592.8620832,,,
105,103,33.99676401,35.27066626,43,1.268621624,43.07452581,41.05994411,38,0.990740741,405.1899841,,,
106,110,34.12064867,35.33934699,41,1.305338151,43.07452586,41.05994415,47,0.878858025,312.7127354,,,
107,108,34.08318428,35.31855561,41,1.394298699,43.07452582,41.05994413,37,0.907407407,363.0505555,,,
108,115,34.0421315,35.29578941,47,1.442987489,43.07452593,41.05994421,48,0.988425926,302.8304842,,,
109,114,34.1213144,35.33971658,49,1.321471931,43.07452595,41.05994422,42,0.895447531,339.9981997,,,
110,117,33.9236734,35.23056139,49,1.656717817,43.07452587,41.05994416,43,1.16242284,290.6391058,,,
111,113,33.98508557,35.26425464,45,1.407922814,43.0745259,41.05994418,41,1.03125,367.6510611,,,
112,122,33.85931087,35.19529076,42,1.586522734,43.07452584,41.05994414,37,0.90162037,215.865191,,,
113,120,33.95701846,35.24885109,42,1.342452131,43.07452589,41.05994417,42,0.888888889,257.5034251,,,
114,106,33.83568708,35.18235557,35,1.38832637,43.07452589,41.05994417,48,1.012731481,459.1486483,,,
115,112,33.93967687,35.23933785,38,1.24565229,43.07452583,41.05994413,44,0.90007716,413.0412073,,,
116,124,33.93707633,35.23791151,44,1.586092271,43.07452587,41.05994416,39,1.03742284,212.6319952,,,
117,116,34.13170684,35.34548664,51,1.413669885,43.074526,41.05994425,42,1.001929012,368.5679586,,,
118,118,33.8354227,35.18221084,35,1.630692271,43.07452588,41.05994417,41,0.97337963,310.393641,,,
119,121,34.08191493,35.31785141,44,1.518572186,43.07452586,41.05994415,45,1.036265432,268.9961622,,,
120,123,34.06215897,35.30689366,33,1.25099418,43.07452599,41.05994425,41,0.933641975,255.6407492,,,
121,100,34.1085077,35.3326076,49,1.542148457,43.07452595,41.05994422,50,1.06558642,635.2195947,,,
122,119,33.9039054,35.21972403,49,1.37299637,43.07452602,41.05994427,50,0.972993827,347.7647765,,,
123,111,34.04804672,35.29906868,51,1.587633457,43.07452591,41.05994419,42,1.062885802,496.7897015,,,
124,109,34.07316458,35.31299748,55,1.873361702,43.07452592,41.05994419,41,1.079475309,595.4662185,,,
