,Seed,Custom Embedding Normal Predicted Hardness,Custom Embedding Probabilistic Predicted Hardness,Custom Embedding Calculated Hardness,Custom Embedding Norms,Custom Embedding Scaled Predicted Hardness,Standard Embedding Normal Predicted Hardness,Standard Embedding Prob Predicted Hardness,Standard Embedding Calculated Hardness,Standard Embedding Norms,Standard Embedding Scaled Predicted Hardness,Times,,Actual Results Custom Embedding Calculated,Actual Results Standard Embedding Calculated
51,40,22.77977107,27.39525236,37,1.626497921,37.05125029,33.4382842,32.62192714,36,0.96171875,32.15822488,253.2546728,,,
52,55,22.88653488,27.45661027,34,1.546764735,35.40008506,33.43828434,32.62192721,33,0.9640625,32.236596,127.5334854,,,
53,56,22.83893795,27.42923478,34,1.531525337,34.97841214,33.43828437,32.62192724,35,1.051953125,35.17550774,133.0953968,,,
54,57,22.78848558,27.40025422,41,1.319825828,30.07683185,33.43828421,32.62192714,27,0.97265625,32.52395613,124.5064251,,,
55,48,22.77022013,27.38977172,39,1.355831059,30.87257167,33.43828433,32.62192721,43,0.9609375,32.13210135,215.9485536,,,
56,58,22.80305474,27.40861903,37,1.529128712,34.86880572,33.43828432,32.62192721,41,1.01328125,33.88238653,139.2389889,,,
57,59,22.93405625,27.48397639,39,1.473158523,33.78550043,33.43828438,32.62192724,40,0.983203125,32.8766257,138.1590931,,,
58,60,22.81819773,27.41731667,43,1.658503232,37.84405468,33.43828432,32.6219272,30,1.040625,34.79671462,141.8294175,,,
59,35,22.89500294,27.46148427,46,1.594679983,36.5102029,33.43828445,32.62192728,44,1.062109375,35.5151154,341.4257717,,,
60,50,22.88416916,27.45524881,42,1.551896365,35.51385894,33.43828434,32.62192721,44,1.033203125,34.54853987,262.250098,,,
61,63,22.75651903,27.38191198,41,1.648709044,37.51887873,33.43828428,32.62192718,32,1.10625,36.99110198,130.8173718,,,
62,61,22.63369301,27.31062162,31,1.333156876,30.17426347,33.43828429,32.62192719,40,0.9859375,32.96805842,148.0592973,,,
63,68,22.81738689,27.41685086,29,1.813725089,41.38446707,33.43828436,32.62192723,38,1.108984375,37.08253488,132.7169898,,,
64,69,22.81407805,27.41495012,32,1.180916323,26.94151716,33.43828425,32.62192716,33,0.812109375,27.15554412,127.7520006,,,
65,64,22.99254847,27.51770716,38,1.147841705,26.39180604,33.43828425,32.62192717,36,0.780078125,26.08447408,172.9014821,,,
66,72,22.73797548,27.37127881,27,1.126637724,25.61746094,33.43828436,32.62192723,39,0.783203125,26.18896881,127.8437078,,,
67,66,22.85817329,27.44029392,28,1.21839317,27.85024222,33.43828428,32.62192718,23,0.733984375,24.54317819,153.1356471,,,
68,77,22.88801648,27.45746296,34,1.441597922,32.995317,33.4382843,32.62192719,28,0.91484375,30.5908054,113.5635498,,,
69,73,22.76970148,27.38947414,40,1.354700379,30.84612322,33.43828426,32.62192717,34,0.874609375,29.2454369,144.2675977,,,
70,74,22.78713365,27.39947818,39,1.432441132,32.64122752,33.43828436,32.62192723,40,0.90546875,30.27732154,151.2029979,,,
71,76,22.7617333,27.38490285,36,1.786354885,40.66053347,33.43828437,32.62192724,33,1.06875,35.73716642,130.0720468,,,
72,67,22.99451355,27.51884127,30,1.562986661,35.94011795,33.43828437,32.62192723,33,0.910546875,30.44712534,187.0564187,,,
73,78,22.78322892,27.39723693,40,1.288694242,29.36061592,33.43828453,32.62192732,31,0.884765625,29.58504471,138.4433687,,,
74,75,22.93161915,27.4825721,28,1.744184852,39.99698275,33.43828427,32.62192718,38,0.989453125,33.08561487,172.8386548,,,
75,65,22.9841408,27.51285552,38,1.209461702,27.79843805,33.43828432,32.6219272,29,0.815234375,27.26003882,261.9851735,,,
76,81,22.81906648,27.41781576,35,1.475384251,33.66689131,33.43828434,32.62192722,37,0.971875,32.49783259,137.8696554,,,
77,82,22.89107242,27.45922182,29,1.401945967,32.09204666,33.43828427,32.62192718,32,0.962109375,32.17128678,138.0357215,,,
78,79,22.96571205,27.50222495,41,1.535594486,35.26602079,33.43828427,32.62192717,41,0.972265625,32.51089435,162.6958144,,,
79,84,22.89578022,27.46193171,38,1.364148369,31.23324124,33.43828431,32.6219272,29,0.998046875,33.37297516,131.7487335,,,
80,86,22.86904566,27.44654733,35,1.53003227,34.99037784,33.43828439,32.62192724,26,0.95,31.76637017,123.5044072,,,
81,83,22.8802402,27.45298791,31,1.46596905,33.54172399,33.43828428,32.62192718,43,1.001171875,33.47746977,140.8475423,,,
82,88,22.82463015,27.42101229,36,1.509183644,34.4465585,33.43828425,32.62192716,25,1.069921875,35.77635178,114.7622712,,,
83,70,22.74891116,27.37754888,38,1.457117427,33.1478349,33.43828422,32.62192715,38,1.11875,37.40908047,270.3524444,,,
84,62,22.88556425,27.45605166,47,2.026981278,46.38861027,33.43828428,32.62192718,43,1.19296875,39.8908282,325.1522794,,,
85,89,22.88492071,27.45568131,26,1.285531246,29.41928063,33.43828441,32.62192726,28,0.981640625,32.82437841,119.322994,,,
86,71,22.90381149,27.4665554,39,1.544382724,35.37225078,33.43828427,32.62192718,41,1.093359375,36.56006159,287.9788857,,,
87,91,23.00531105,27.52513009,41,1.552005444,35.70436799,33.43828441,32.62192726,40,1.062890625,35.54123902,130.0184009,,,
88,85,22.8360307,27.42756378,30,1.189956993,27.17389442,33.43828433,32.62192721,20,0.8421875,28.16130508,179.001472,,,
89,93,22.85753408,27.43992632,26,1.422506085,32.51498132,33.43828435,32.62192722,36,0.949609375,31.7533083,126.7804708,,,
90,90,22.90642829,27.46806213,34,1.703375833,39.01825637,33.4382843,32.62192719,43,1.10234375,36.86048371,151.7450399,,,
91,80,22.68956253,27.34354232,41,1.573162635,35.69437198,33.43828428,32.62192718,33,1.02265625,34.19587041,282.1694016,,,
92,92,22.90195009,27.46548368,28,1.532103853,35.08816597,33.4382843,32.62192719,33,1.02890625,34.40485971,177.0812235,,,
93,94,22.76765866,27.3883021,35,1.166769934,26.56461959,33.43828428,32.62192718,28,0.80625,26.9596167,167.2711456,,,
94,97,23.0212308,27.53449123,32,1.655896798,38.12078237,33.43828451,32.62192732,37,1.070703125,35.80247572,154.136158,,,
95,87,22.61883833,27.30214644,40,1.675833271,37.90540182,33.43828438,32.62192724,33,1.055078125,35.28000239,250.4181025,,,
96,102,22.72529009,27.36400777,32,1.408812389,32.01567022,33.43828429,32.62192719,32,0.909765625,30.42100161,120.9813366,,,
97,98,22.78593879,27.39879233,30,1.49542074,34.07456545,33.43828436,32.62192723,29,0.97421875,32.57620359,166.4552145,,,
98,100,22.77861532,27.39458908,39,1.421087716,32.37041042,33.43828443,32.62192727,26,0.96953125,32.4194617,138.7929647,,,
99,99,22.90926109,27.46969335,34,1.42238397,32.58576574,33.43828424,32.62192716,39,0.983203125,32.87662556,146.3614559,,,
100,105,22.81900556,27.41778076,35,1.161257343,26.49873777,33.43828434,32.62192722,26,0.8140625,27.22085335,124.2249475,,,
101,101,22.81555725,27.41579982,38,1.407795456,32.11963782,33.43828437,32.62192723,28,0.939453125,31.41370075,169.0781763,,,
102,107,22.86689769,27.44531176,37,1.452158947,33.20637007,33.43828436,32.62192723,37,1.0015625,33.49053168,135.7239256,,,
103,108,23.04185934,27.54662718,40,1.33266373,30.70705021,33.43828435,32.62192722,28,0.923828125,30.89122753,150.2821968,,,
104,104,22.69634139,27.34742392,37,1.331871859,30.2286184,33.43828447,32.62192729,35,0.88203125,29.49361185,189.9672112,,,
105,109,22.71758529,27.35959269,36,1.69857583,38.58754129,33.43828431,32.6219272,40,1.146875,38.34953232,155.0029647,,,
106,110,22.86241057,27.44273084,43,1.346000365,30.77281297,33.43828438,32.62192724,36,0.873828125,29.21931334,153.6897912,,,
107,96,22.80543099,27.40998364,47,1.824421573,41.60672028,33.43828435,32.62192722,36,1.08046875,36.12902129,254.3618698,,,
108,95,22.86705934,27.44540474,39,1.917655491,43.85114191,33.43828447,32.62192729,40,1.15078125,38.4801508,271.0543809,,,
109,106,22.8724017,27.44847797,37,1.509653463,34.52940043,33.43828435,32.62192722,39,1.01640625,33.9868812,203.4825945,,,
110,111,22.73285946,27.36834611,40,1.610053417,36.60111805,33.43828432,32.62192721,29,1.076171875,35.98534113,148.5241132,,,
111,103,22.82443557,27.42090049,41,1.214420544,27.71846346,33.43828433,32.62192721,31,0.991015625,33.13786224,243.7343891,,,
112,114,22.68340982,27.34001986,40,1.49578755,33.929562,33.43828429,32.62192718,36,0.89140625,29.80709561,149.9290786,,,
113,116,22.87118166,27.4477761,41,1.479452961,33.83683743,33.43828437,32.62192723,38,1.071875,35.84166106,133.8551257,,,
114,112,22.7999511,27.40683682,23,1.247738205,28.44837006,33.43828425,32.62192716,33,0.780859375,26.11059774,175.098496,,,
115,113,22.81068522,27.4130013,30,1.272372619,29.02369129,33.43828422,32.62192715,31,0.969921875,32.43252333,167.893363,,,
116,115,22.70635561,27.35315935,38,1.558553365,35.38906694,33.43828431,32.6219272,34,0.9984375,33.38603699,144.7246261,,,
117,118,22.85326216,27.43746979,37,1.552855489,35.48781359,33.43828432,32.6219272,33,1.01015625,33.7778919,140.2015476,,,
118,120,22.83704323,27.42814574,29,1.437896451,32.83730341,33.43828424,32.62192716,40,0.965625,32.28884322,135.3299105,,,
119,119,22.9201017,27.47593684,26,1.414247946,32.41470675,33.43828437,32.62192723,39,0.999609375,33.42522254,136.7510905,,,
120,117,22.9411833,27.48808358,45,1.696410191,38.91765714,33.43828442,32.62192726,40,1.162890625,38.88506747,160.1074808,,,
121,122,22.76571012,27.38718421,41,1.390219516,31.6493345,33.43828429,32.62192719,37,0.93671875,31.32226786,130.0646863,,,
122,121,22.71074484,27.35567366,25,1.774436126,40.29876609,33.43828431,32.6219272,40,1.08671875,36.33801053,140.3623655,,,
123,123,22.83606772,27.42758506,33,1.293925528,29.54817098,33.43828426,32.62192717,38,0.894921875,29.92465205,135.897316,,,
124,124,22.90313444,27.46616558,44,1.361974831,31.19349266,33.43828425,32.62192716,33,0.95546875,31.94923565,128.7341211,,,
