,Seed,EBDD Normal Predicted Beta,EBDD Probabilistic Predicted Beta,EBDD Calculated Beta,EBDD Norms,Kannan Normal Predicted Beta,Kannan Prob Predicted Beta,Kannan Calculated Beta,Kannan Norms,Times
0,1,42.69925486522525,49.8362608171558,1,1.55919745653574,49.40001666439524,53.5311882020523,1,1.0572916666666667,1120.491721868515
1,3,43.282727634730065,50.1309711799519,1,1.30629062463288,49.400016614077394,53.5311881716384,1,0.9140625000000001,1315.3980526924133
2,4,43.0099512787116,49.9928499349059,1,1.74046570648102,49.40001649926587,53.5311881022422,1,1.0937500000000002,1426.548953294754
3,0,42.8805292560576,49.9278025131689,1,1.40105432766893,49.40001652602739,53.5311881184179,1,0.9244791666666669,1469.6735455989838
4,14,42.72687618643505,49.8500135601348,1,1.29157837369598,49.400016674175525,53.5311882079639,1,0.8932291666666669,1620.534878730774
5,18,42.76829684760979,49.8706540496032,1,1.64625975543214,49.40001663815392,53.5311881861911,1,1.1197916666666667,1899.1688659191132
6,21,43.19651792797118,50.0872057857210,1,1.30948460678241,49.40001659436716,53.5311881597248,1,0.9765625000000001,1131.3269848823547
7,20,42.94407422584987,49.9597059882260,1,1.66180231353019,49.40001668534017,53.5311882147121,1,1.0807291666666667,1391.287457227707
8,9,42.90068622799751,49.9379164465064,49,1.40359221307145,49.400016515714235,53.5311881121842,1,0.9192708333333335,2624.2301545143127
9,22,42.582192983183134,49.7780771879057,1,1.49870702464796,49.400016583963016,53.5311881534362,1,1.0494791666666667,1458.6057794094086
10,17,43.154643043489536,50.0659851106023,1,1.59326603504320,49.40001666271149,53.5311882010345,53,1.0442708333333335,3248.1294939517975
11,25,42.4600223382273,49.7175325384798,1,1.47216957936519,49.400016602752785,53.5311881647933,1,0.9166666666666669,1502.1426832675934
12,26,42.65270480466727,49.8131040764386,1,1.63761213144849,49.40001649507618,53.5311880997098,1,1.0416666666666667,1177.051608800888
13,6,43.03931270127289,50.0076670581029,54,1.28096885776202,49.400016551498524,53.5311881338135,1,0.9453125000000001,3739.073026895523
14,29,43.15630514030331,50.0668269322401,1,1.48408755973446,49.400016577419535,53.5311881494811,1,1.0390625000000002,958.2793815135956
15,11,42.869132385288566,49.9220865447011,54,1.39877180037638,49.40001666507887,53.5311882024655,1,0.9713541666666669,3871.3824141025543
16,12,43.03391407472313,50.0049417556451,1,1.41805979357378,49.400016622215546,53.5311881765574,55,0.9609375000000001,4307.5015280246735
17,8,42.10625129120009,49.5432640586880,1,1.61017889972516,49.400016640666664,53.5311881877099,55,0.9947916666666669,4353.160973072052
18,23,43.19355968176177,50.0857058461491,53,1.38987281211055,49.40001665009986,53.5311881934116,1,0.9609375000000001,3127.2559781074524
19,5,41.745091142650125,49.3682648513811,55,1.70551672834642,49.40001654773417,53.5311881315382,1,1.0677083333333335,4735.200891017914
20,10,42.85071493405082,49.9128533157749,55,1.29666545180726,49.40001655067681,53.5311881333168,1,0.8958333333333335,4901.20450758934
21,34,43.18178183948347,50.0797352644981,1,1.66803911711202,49.40001667290771,53.5311882071975,1,1.1666666666666667,1226.5735430717468
22,37,42.86875583788664,49.9218977226421,1,1.62847535417086,49.400016655077614,53.5311881964204,1,1.0677083333333335,988.3992230892181
23,16,42.69997328116675,49.8366184032688,57,1.34936532424126,49.400016620225436,53.5311881753544,1,0.8880208333333335,5359.275584220886
24,7,42.94197456308831,49.9586509281025,54,1.40672251459597,49.40001663265248,53.5311881828658,52,0.9453125000000001,5569.860669136047
25,39,42.60313856333253,49.7884756456921,1,1.55929502343804,49.40001677659605,53.5311882698703,1,1.0234375000000002,1338.4572727680206
26,13,43.116192321902105,50.0465213434183,53,1.35132719051853,49.40001657359268,53.5311881471680,53,0.8750000000000001,6292.212396860123
27,19,42.68885588911307,49.8310854974161,56,1.66117228740330,49.40001666770951,53.5311882040555,51,0.9713541666666669,6614.33238363266
28,42,43.30786079865016,50.1437499486118,1,1.35970942352128,49.40001662413061,53.5311881777149,1,0.9479166666666669,1458.7487936019897
29,40,42.577256216131104,49.7756271025878,1,1.39813554336604,49.40001665549469,53.5311881966724,1,0.9270833333333335,1943.933067560196
30,44,43.001112799473496,49.9883920001358,1,1.44414660796434,49.40001664680117,53.5311881914178,1,0.9479166666666669,1557.9142527580261
31,45,42.90617351762347,49.9406707230285,1,1.70429003643511,49.40001670932804,53.5311882292112,1,1.1718750000000002,1221.4030313491821
32,47,43.14092708529385,50.0590397082888,1,1.63505961116908,49.40001646043373,53.5311880787708,1,1.0729166666666667,1010.4068789482117
33,27,42.30053914914927,49.6387754147225,1,1.68995166671348,49.40001656508644,53.5311881420265,55,1.1666666666666667,5138.385634660721
34,33,43.89933842063081,50.4470238178052,57,1.69590795567706,49.40001659749264,53.5311881616139,1,1.0546875000000002,4056.405957698822
35,49,43.2583126896296,50.1185660620471,1,1.68645725889448,49.40001657395495,53.5311881473870,1,1.0390625000000002,1168.4767310619354
36,2,42.731420449716445,49.8522770346388,60,1.41933939939635,49.400016562284975,53.5311881403332,1,0.9010416666666669,8087.183304548264
37,31,42.5422975593878,49.7582858711593,1,1.41472888460532,49.400016591182144,53.5311881577997,55,0.9401041666666669,4791.4300100803375
38,48,43.20561429216296,50.0918187458073,1,1.48205678478385,49.4000166326546,53.5311881828671,1,1.0468750000000002,1512.976151227951
39,54,42.617716384631414,49.7957159707937,1,1.40244840436452,49.40001661513806,53.5311881722795,1,0.8723958333333335,1030.799144744873
40,28,42.90544809240245,49.9403065807877,58,1.65033336398405,49.40001662335127,53.5311881772438,1,1.0494791666666667,6226.855892419815
41,15,42.5031192802071,49.7388693104620,59,1.44822923047411,49.400016580376,53.5311881512681,1,0.9557291666666669,9010.46532702446
42,53,43.0018396924598,49.9887585876382,1,1.40830346577444,49.40001670563778,53.5311882269807,1,0.9531250000000001,1503.9634685516357
43,46,42.6275487748591,49.8006008520734,50,1.29898233309851,49.40001665182062,53.5311881944517,1,0.8750000000000001,3025.0785443782806
44,36,43.1951004385288,50.0864870511495,50,1.39138486299433,49.4000165279769,53.5311881195962,53,0.9869791666666669,5257.694448471069
45,58,42.47506568565563,49.7249777079126,1,1.50536032808441,49.40001669165967,53.5311882185318,1,0.9505208333333335,1322.9169237613678
46,51,43.100005177451074,50.0383336105599,1,1.33264534019918,49.40001668155188,53.5311882124223,52,1.0104166666666667,2730.937527179718
47,41,42.9868528110895,49.9812152167969,56,1.33456320373898,49.40001660689369,53.5311881672962,1,0.8671875000000001,5675.30001950264
48,63,42.42290690921767,49.6991755842465,1,1.59584689469995,49.4000166656642,53.5311882028193,1,1.0234375000000002,1455.7446415424347
49,64,42.4305936072891,49.7029759499481,1,1.32273847379264,49.4000165344652,53.5311881235180,1,0.8671875000000001,1560.4574573040009
50,50,43.513959832245085,50.2488729477287,56,1.41194803602411,49.400016764221576,53.5311882623908,1,0.9687500000000001,4220.643934726715
51,66,42.455159627099405,49.7151265122453,1,1.29304349347137,49.40001667547407,53.5311882087487,1,0.8671875000000001,1340.8516297340393
52,55,42.259312894271,49.6184687019003,1,1.49642133399672,49.40001655516919,53.5311881360321,54,0.8802083333333335,3395.758141040802
53,67,43.768861934229655,50.3797069076306,1,1.41413261785067,49.40001663003232,53.5311881812821,1,1.0494791666666667,1462.4699940681458
54,32,42.794604806554666,49.8837742056269,56,1.31550860792566,49.40001662444219,53.5311881779032,55,0.9375000000000001,8841.372138738632
55,59,42.96580840621818,49.9706308193837,55,1.45957945626913,49.40001644275654,53.5311880680861,1,0.9687500000000001,3646.5316264629364
56,70,42.85895645476196,49.9169844560243,1,1.62847866840013,49.40001658488313,53.5311881539923,1,1.0651041666666667,1143.1113829612732
57,30,43.23816411880871,50.1083349628926,54,1.52560705721416,49.400016611599476,53.5311881701406,57,1.0156250000000002,9606.83587551117
58,24,43.36008911757422,50.1703333480122,55,1.70452386510522,49.400016631500215,53.5311881821694,60,1.2057291666666667,11265.795196771622
59,56,42.8002288531587,49.8865800550032,58,1.41894773407193,49.40001664461083,53.5311881900939,1,1.0052083333333335,4986.810703039169
60,38,41.9338957145482,49.4592667797039,59,1.70671272138723,49.40001683139762,53.5311883029943,1,1.0390625000000002,8592.93410873413
61,57,42.26764448596953,49.6225708428736,1,1.45193469061044,49.400016771712345,53.5311882669184,57,0.9192708333333335,5565.416945934296
62,62,42.32662556008032,49.6516357994120,55,1.57636681214240,49.400016601564,53.5311881640748,1,1.0781250000000002,4880.163416147232
63,52,42.36592066646033,49.6710241015400,58,1.61636062540489,49.400016689215356,53.5311882170544,1,1.0546875000000002,6411.759783506393
64,60,43.31238610762611,50.1460517483746,55,1.47749300533894,49.40001655591123,53.5311881364807,52,1.0026041666666667,5271.613780736923
65,72,42.98126982313096,49.9784066199168,54,1.29080992169111,49.400016567911834,53.5311881437343,1,0.9322916666666669,3062.3929607868195
66,69,43.01713363049991,49.9964733623914,55,1.22187518516969,49.40001668568741,53.5311882149220,1,0.8750000000000001,3676.9681668281555
67,65,42.52817067802017,49.7512824836391,51,1.24535580299926,49.40001661014916,53.5311881692640,50,0.8750000000000001,5302.616632223129
68,68,43.17723474705545,50.0774307121342,52,1.46630666223669,49.40001673076785,53.5311882421701,54,1.0156250000000002,4560.6033980846405
